mouse_intravenous_LD50_(?log(mol/kg)),canonical_smiles
3.108893739,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
3.086663706,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
3.633831899,NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1
4.154926917,CN(C)CCN(Cc1cccs1)c1ccccn1
3.216432763,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O
3.673882844,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O
3.777716256,CN(C)CCOc1ccccc1Cc1ccccc1
2.847516749,Cc1cc2nc3ccc(O)cc3nc2cc1N
3.92180836,FC(F)(F)c1ccc2c(c1)Nc1ccccc1S2
3.991696957,Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N
4.113428947,Clc1ccc2c(c1)Nc1ccccc1S2
3.456398571,Oc1cc2ccccc2cc1O
3.439930143,c1ccc(-c2ccccc2)cc1
2.739617546,COc1cc2ccc(=O)oc2cc1O
3.000506382,c1ccc2nc3ccccc3nc2c1
3.049039354,c1ccc2c(c1)Nc1ccccc1S2
2.695083099,COc1ccccc1OCC(O)CO
3.201765221,C=CCc1ccc(OC)c(OC)c1
2.993304669,CC=Cc1ccc(OC)c(OC)c1
2.998051068,COc1ccc(CC#N)cc1OC
3.236101237,CCOc1ccc2ccccc2c1
2.556688369,O=c1ccc2ccc(O)cc2o1
3.037430925,COc1ccc(CC(=O)O)cc1OC
3.259587592,COc1cc(C)ccc1O
2.791893288,CNCC(O)c1ccc(O)cc1
3.408763856,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1
1.595379942,Nc1ccc(C(=O)NCC(=O)O)cc1
2.743109779,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
3.570417837,O=C(C=Cc1ccccc1)c1ccccc1
3.328860527,O=C(OCc1ccccc1)c1cccnc1
3.065399568,C[n+]1ccccc1C=NO
3.017548063,CC=C(CC)C(=O)NC(N)=O
3.948519754,N#CC1CC2C=CC1C2
2.699433248,c1ccc2n[nH]nc2c1
3.153224175,c1ccc2scnc2c1
3.385538072,Nc1nc2ccc(Cl)cc2s1
3.121999132,CC(C)(C)NSc1nc2ccccc2s1
3.91714268,c1ccc2sc(SNC3CCCCC3)nc2c1
3.600318091,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO
2.715648246,CCCCCCC1=CCCC1=O
2.375178364,Nc1ccccc1O
3.46137792,Nc1cc(Cl)ccc1Cl
2.872551201,Cc1cc(C)c(C)cc1C
3.547264712,Oc1cc(Cl)c(Cl)cc1Cl
2.450375803,CCC(N)CO
2.225057251,CCC(=O)CC
6.716420734,CC(OP(C)(=O)F)C(C)(C)C
3.314560273,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
3.268365062,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
3.184462163,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O
4.296247023,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
3.153565899,Cc1cc(Cc2cc(C)c(N)cc2N)c(N)cc1N
3.658939331,Cc1cc(N=C2C=CC(=[N+](C)C)C=C2)c(N)cc1N
3.184205456,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
3.358051236,C=CCc1ccc(O)c(OC)c1
2.294216306,CCOC(=O)C(C)O
2.903879444,CC(CCN(C)C)N(C)C
2.800812007,O=Cc1ccco1
4.458336346,C[N+](C)(C)c1ccccc1
3.325415083,Cl[Si](Cl)(Cl)c1ccccc1
2.960227585,Cc1cc(C(C)(C)C)ccc1O
3.7155333,CC(C)(C)c1ccc(O)c(O)c1
4.137491258,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
2.741725424,OB(O)c1ccccc1
2.402767898,O=C(O)c1ccccn1
1.622610059,Nc1cccc(C(=O)O)c1
1.886831823,O=C(O)c1cc(O)cc(O)c1
2.59306679,COC(=O)c1cc(O)c(O)c(O)c1
3.724425096,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1
3.567815886,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
3.823443661,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
2.924052314,O=Cc1cccc([N+](=O)[O-])c1
3.574670657,CCC(C)c1ccc(O)cc1
4.188683236,O=C(CBr)c1ccc(Br)cc1
2.951820181,COC(=O)c1ccc(O)cc1
3.532097984,CC(C)c1ccc(O)cc1
2.061081612,O=C(O)c1ccc(O)cc1
3.498861689,O=S(O)c1ccc(Cl)cc1
3.58633408,O=[N+]([O-])c1ccc(CBr)cc1
2.601386302,CCN(CC)CCO
3.063425105,C=Cc1ccccc1
2.687593813,NCc1ccccc1
2.523441355,OCc1ccccc1
2.037936196,OCc1cccnc1
4.214112052,O[Hg]c1ccccc1
5.07975992,NNc1ccccc1
3.345961542,CSc1ccccc1
2.806089487,CCN1CCOCC1
3.579421977,CNC(C)(C)Cc1ccccc1
3.710247356,c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1
3.375158625,FC(F)(F)c1cccc(Nc2ccccc2)c1
3.190740116,O=NN1CN2CN(C1)CN(N=O)C2
3.141397509,C=CCOc1nc(OCC=C)nc(OCC=C)n1
3.574954712,O=C1C(Cl)=CC(=NCl)C=C1Cl
3.685979528,CNC(C)CC1CCCCC1
3.136176037,Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1
3.688513574,c1ccc(N=Nc2ccc(Nc3ccccc3)cc2)cc1
2.61592902,CCOC(=O)Nc1ccccc1
2.745735787,CC(=O)NC(=O)Nc1ccccc1
2.671465013,CC(=O)Nc1cccc(N)c1
2.134744715,CC(=O)OCC(COC(C)=O)OC(C)=O
3.576040731,CCCCN(CCO)CCCC
3.36861106,c1ccc(CCc2ccccc2)cc1
3.373577656,C1CN(SSN2CCOCC2)CCO1
1.957926387,O=C(O)Cc1ccccc1
3.310143637,NCC(O)c1ccc(O)cc1
3.230181089,CN1CCN(CCCCl)CC1
4.826614634,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1
3.419651919,COc1ccc(CC#N)cc1
3.379493287,O=CCCc1ccccc1
3.246045339,O=CC=Cc1ccccc1
3.392605998,OCCCN1CCCCC1
3.140275435,O=C(O)C=Cc1cnc[nH]1
2.917856385,CCN(CC)CCCC(C)=O
3.544816336,CCN(CC)CC#CCN(CC)CC
3.243680152,C#CC(O)CCC
2.372451701,O=C1CCCCCN1
3.086953909,Cc1ccc(O)c(C)c1
2.753309784,CCCI
2.871932005,C=CCO
1.315746497,OCCO
1.252329344,NCCS(=O)(=O)O
3.496133635,C=CC[Si](Cl)(Cl)Cl
2.153377688,C[N+](C)(C)CC(=O)O
6.108993038,CC(C)OP(C)(=O)F
6.16165095,CCOP(=O)(OCC)OP(=O)(OCC)OCC
2.041915498,CCCC(=O)O
1.230554951,COCC(C)O
1.941462714,CN(C)CCO
3.102060484,CC(C)CC(C)N
2.733308865,CC(C)NC(C)C
3.111286043,CN1CN(C)CN(C)C1
4.010519028,Clc1nc(Cl)nc(Cl)n1
2.695380972,NC1CCCCC1
2.566129748,OC1CCCCC1
2.494868676,Cc1cccnc1
1.898576379,CCCCC(=O)O
2.208907496,CCCCC
2.465972882,CCCCN
3.314808313,N#CCC#N
3.103553282,CCN=C=O
3.106968628,CC(C)=NNC(N)=O
3.361164702,CC(C)CCON=O
2.445318402,OCC=CCO
2.853987286,CCCCNC
3.181772152,CCCN=C=O
1.363766214,CCOCCO
2.274938174,c1ccncc1
2.210431593,C1COCCN1
2.35828392,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C
2.035386373,CCCCCCC(=O)O
3.007891585,O=C(O)CCSCCC(=O)O
3.087106492,CN(C)CCCCCCN(C)C
2.996515923,CCCCCCO
3.812987107,O=CCCCC=O
4.996218249,CCCCN=C=O
2.69972298,CCCOCCC
2.019450842,CCCCOCCO
2.769631356,CCCCCCCCC
3.856147966,CCCCCCCCN
3.275865285,CCCCCCCCO
3.194204285,CCCCNCCCC
2.849071,CCCCCCCCC(=O)O
1.363681392,OCCOCCOCCO
3.124073163,CCCCCCCCCCC(=O)O
3.559964305,CCCCOCCOCCSC#N
3.269615502,CCCCCCCCC=CCCCCCCCC(=O)O
3.470573652,CCCCCCCCCCCCCCCCCCN=C=O
2.981199727,CCCCOCCOCCOCCOCCOCCCC
4.048675562,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
3.601342814,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
3.76869195,COC(=O)C(c1ccccc1)C1CCCCN1
3.606926041,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
4.455404511,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O
3.676689719,CCCC(=O)c1c(O)c(C)c(O)c(CC2C(=O)C(=C(O)CCC)C(=O)C(C)(C)C2=O)c1O
3.358201263,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
6.170365184,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
3.386220323,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1
3.445975623,N#[N+][CH-]C(=O)OCC(N)C(=O)O
3.261736606,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
4.107744924,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1
3.183129011,CCCCSCC1(CC)C(=O)NC(=S)NC1=O
2.053055449,CCC(CC)(CO)CO
5.551462924,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
1.550713757,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
3.630627613,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O
1.380598315,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
4.225076562,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
3.286081164,CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
2.566386345,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
3.846791041,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
3.196888214,Nc1nc(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1
3.490507776,C=C1N(C)c2ccccc2C1(C)C
2.946637821,Nc1cccc2ccc(O)cc12
2.193668518,CCC=CCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.438187807,Nc1ccccc1C(=O)O
2.927008015,Cc1ccc(N)cc1[N+](=O)[O-]
2.909523343,O=c1[nH]ncc2ccccc12
3.975168183,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
3.540325005,O=C(C1CCCCC1)C1CCCCC1
3.067337479,COc1ccc(NC(C)=O)c([N+](=O)[O-])c1
3.960138782,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1
2.879164002,COc1ccc(C(=O)Nc2ccccc2)cc1N
3.415360699,CNC(=O)Oc1ccc2c(c1)OCO2
3.152631916,Cc1nc2ccccc2s1
3.266519145,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
3.258086794,CN1CCCC1
2.676322326,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
3.605060581,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
3.216264894,C1=CC2C=CC1C2
4.124433603,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
3.254174893,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
4.067828198,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
3.488779789,Nc1ccc([N+](=O)[O-])cc1Cl
2.416848453,O=C(O)c1cccc([N+](=O)[O-])c1
4.011914971,N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2)cc1
2.565488312,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
3.304621916,CCNc1nc(Cl)nc(NCC)n1
3.489550698,Oc1ccc(Nc2ccccc2)cc1
3.115696673,CC(=O)C=Cc1ccccc1
2.031754104,O=C(O)COc1ccccc1
2.882024625,OCCNc1ccccc1
4.245086568,CCCCCCCCCCCCCCCC[n+]1ccccc1
1.572695179,CNC=O
2.576006459,CC(C)CCO
2.490875467,O=C1CCC(=O)N1
4.456290101,O=C=Nc1cccc(N=C=O)c1
3.10382204,C1CCNC1
3.29517044,CCCCCCC(C)O
2.380856172,CCCCCCCC(=O)O
2.809963522,NCCCCCCN
3.401255875,C=C[Si](C)(Cl)Cl
3.440045592,CC1(C)C2CCC1(C)C(O)C2
7.095543245,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O
3.862392573,C[N+]1(C)CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
3.757126755,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)(C)CCC341
3.083807604,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
4.13902098,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)C12C
4.29430698,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
3.634042506,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
4.333006751,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1
2.823713659,CCC1(CC)C(=O)NCC(C)C1=O
3.879106206,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
3.937195421,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
3.767343205,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
4.247871019,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
3.759587776,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1
3.100333614,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
4.204709335,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
1.755294236,O=S(=O)(O)CI
2.046383148,O=S1(=O)CCCC1
3.189833297,C#CC1(OC(N)=O)CCCCC1
1.709924302,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)OC(=O)CCCCCCCC
1.510059908,NC(=O)NO
1.460120894,CC(=O)N(C)C
3.043427778,O=C(C(F)(F)Cl)C(F)(F)Cl
6.28242006,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)c(OC)c5)C(C(OC)C23)C14
3.498840417,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12
4.335921004,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
2.881046339,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
1.854737085,CN1C(=O)OC(C)(C)C1=O
2.467871085,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
2.833857998,O=S(=O)(c1ccccc1)c1ccccc1
2.041145921,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
2.936257627,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
3.074049392,Nc1ccc([As](=O)(O)O)cc1
3.683566865,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
3.087852375,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
3.235379027,CC(C)(C)c1cccc(C(C)(C)C)c1O
3.547237025,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O
3.560809635,COc1cc2c(cc1O)CC1NCCc3cc(OC)c(OC)c-2c31
4.158646853,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
4.150260171,O=C1OC2(c3cc(Br)c(O)cc3Oc3c2cc(Br)c(O)c3[Hg]O)c2ccccc21
2.657775095,CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1
3.795050726,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
3.320649398,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1
3.092458448,O=C1c2ccccc2-c2[nH]nc3cccc1c23
1.73563205,CCC(=O)Nc1c(I)c(NC(=O)CC)c(I)c(C(=O)O)c1I
1.848156068,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
3.255265728,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O
3.660429068,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O
3.947495276,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
3.948508739,C=CCN1Cc2ccccc2-c2ccccc2C1
4.024402495,CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3
2.347786516,COc1ccc(C(=O)Cc2c(CCN(C)C)cc3c(c2OC)OCO3)c(C(=O)O)c1OC
3.401441089,O=C(c1ccccc1)c1ccc(O)cc1O
2.023324805,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
3.779696233,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
4.137978831,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
3.744148977,CCCC(C(=O)OCCN(CC)CC)c1ccccc1
4.012215927,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
2.967992339,N#CCc1cccc2ccccc12
2.009722685,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.067451185,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
1.904617329,O=C(O)CNC(=O)c1ccccc1I
2.474389494,O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1
2.705478262,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
2.517963881,Nc1cccc(-n2ccccc2=O)c1
3.397320545,CC1NCCOC1c1ccccc1
3.78018172,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1
3.705056497,Nc1nc2nn[nH]c2c(=O)[nH]1
3.61342106,CCN(CC)C(C)C(=O)c1ccccc1
2.954536765,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
2.64515624,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
3.071526084,O=C(O)CSc1ccccc1C(=O)O
2.88500293,O=NN(O)c1ccccc1
3.761560344,Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1
3.096250337,COc1ccc(CNN)cc1OC
3.952961867,c1ccc2c(c1)OCC(CN1CCCCC1)O2
3.55122556,Nc1ccc(Nc2ccccc2)c(N)c1
3.073604315,Nc1ccc(N=Nc2ccccc2)c(N)n1
4.075032549,Cc1ccccc1CC(=O)OC1CC2CCC(C1)N2C
3.727559588,CN1C2CCC1CC(OC(=O)Cc1ccc([N+](=O)[O-])cc1)C2
3.583294459,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1
3.076316736,Nc1nc2ccccc2s1
3.476287318,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
3.097590453,Nc1ccccc1S
3.061914318,CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O
3.135236302,COC(=O)CCCCC(CCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O
3.033837051,CC(=O)Nc1ccc([Sb](=O)(O)O)cc1
2.315821126,NCc1ccc(S(N)(=O)=O)cc1
4.556251163,NCC(O)c1ccc(O)c(O)c1
2.141186107,NCCc1ccn[nH]1
2.939380393,Cc1cc(Cc2ccc(N=C=O)c(C)c2)ccc1N=C=O
2.491171523,CCC(=O)OCC(COC(=O)CC)OC(=O)CC
3.079802084,Nc1ccc(Sc2ccc(N)cc2)cc1
3.392074831,O=Cc1ccc(O)c(O)c1
2.908877583,O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1
3.264935822,Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O
2.590950304,O=C(O)C=Cc1ccccc1
1.707084201,O=C(CO)Nc1ccc([As](=O)(O)O)cc1
3.432499715,N#CCc1ccc(Cl)cc1
3.612142155,CN(C)c1ccc(N=NS(=O)(=O)O)cc1
2.94417823,CCN(CC)CCCC(C)N
2.788267882,CCOC(=S)S
2.818337477,CC(C)OC(=S)S
4.379464842,COP(=O)(OC)OC(C)=CC(=O)N(C)C
3.619344465,O=C1CSC(=S)N1
3.289764087,Nc1cccc(N)n1
1.6950687,O=C(O)CC(=O)O
2.893565277,CCC(C)OC(=S)S
2.10312382,O=c1cccc[nH]1
1.828267504,CCCCCC(=O)O
1.863312777,C1CNCCN1
2.654536418,CCCCCCC
3.629025307,CCCCCCCCCCOS(=O)(=O)O
3.184457352,CCCCCCCCCCCC(=O)O
4.268004306,CCCCCCNCCCCCC
7.313490593,CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O
5.520013569,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O
4.832107531,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
2.413386783,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
2.346199745,CCC1(CC)C(=O)NC(=O)NC1=O
4.025936364,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1
3.003668478,CC(C)C(O)C(C)(C)CO
3.518899182,NC(=O)CI
2.69913404,O=C(O)C(=O)O
2.484257413,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
2.171837315,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2.554104329,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
2.497218578,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
3.683568033,Nc1ccc(O)c2c1C(=O)c1c(O)ccc(N)c1C2=O
3.545675574,Oc1ccc(Cl)c2c1CCC2
3.125062408,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C
3.097003287,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C
3.335181605,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
4.025440574,CN(C)CCOC(c1ccccc1)c1ccccc1
1.937269778,CCN(CC)C(=S)S
2.55852528,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O
4.131291377,CN1C2CCC1CC(OC(=O)Cc1cccc(Br)c1)C2
4.488891814,O=C1C=C2C(=CCOC2O)O1
4.544036721,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
2.725605396,O=C(O)c1cc(O)c(O)c(O)c1
1.683839471,Nc1ccc(C(=O)O)cc1
3.518487018,CC(C)(N)Cc1ccc(Cl)cc1
3.353657104,CCCCCCCCCCCCOS(=O)(=O)O
2.656315704,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O
3.839638975,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13
5.185191426,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
4.483622193,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C
3.103617408,COP(=O)(OC)SC
5.325300515,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1OC)Cc1ccccc1OC
4.588096611,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1)Cc1ccccc1
2.496785583,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
3.539661876,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO
4.179169844,C[N+](C)(C)CCC[N+]1(C)CC2C3c4ccccc4C(c4ccccc43)C2C1
2.807977002,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
3.637432544,O=C(O)c1cc(Cl)c2c(c1O)CCC2
3.624973848,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
3.462803649,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
4.2491762,CN(C)CCN(Cc1ccccc1)c1ccccn1
3.677306776,O=NN(CCCl)C(=O)NCCCl
5.059787288,CN(C)C(=O)Oc1ccc[n+](C)c1
3.046738424,O=Nc1ccc(Nc2ccccc2)cc1
3.352578536,N#[N+][CH-]C(=O)CCC(N)C(=O)O
3.95496272,C1CCC2(C1)OCCS2
3.395582226,C1CCC2(CC1)CCCN2
2.98610959,C1CCC2(CC1)SCCS2
3.305901414,c1ccc2c(c1)-c1cccc3cccc-2c13
2.872551201,C1=CC2C3CCC(C3)C2C1
3.716504164,c1ccc2c(c1)nc1n2Cc2nc3ccccc3n2C1
3.225823409,c1ccc2c(c1)[nH]c1cnccc12
3.719983593,C1=Nc2ccccc2Oc2ccccc21
3.459069232,C1=CC2=CC3OCOC3=CC2=N1
2.984819745,c1cc2ccsc2cn1
2.827798098,c1cc2sccc2cn1
2.823142591,c1ccc2ocnc2c1
3.359611911,c1ccc2cccc-2cc1
3.234865137,C1CC2CCC1C2
3.899929883,C1CC2CCC1CN2
3.349468331,C1CC2CCC1CNC2
3.460501816,C1CN2CCO[Bi](O1)OCC2
2.260141566,c1cn[nH]c1
2.156319558,c1c[nH]cn1
2.948446129,C1CNCCNCCNCCNCCN1
5.152239829,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl
4.429077959,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
4.119641577,CCN(CC)CCOC(=O)N1c2ccccc2Sc2ccccc21
4.112315005,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
