PUBCHEM_CID,low_moderate_permeability,Phenotype,canonical_smiles
46907683,0,High,CC(C)(C)c1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
91911825,0,High,COc1ccc(C(=O)NC2CCN(c3cnn(CC4CC4)c(=O)c3)CC2)c(OC)n1
134806720,0,High,COc1ncccc1-c1cc2c(ccn2CC2CCN([S+](C)(=O)[O-])CC2)c(N2CCOCC2)n1
6320437,0,High,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
6237,1,Moderate,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
91891339,0,High,Cc1cn2nc(-c3nc(C4CCCN(C(=O)c5ccccc5)C4)no3)cc2c(=O)[nH]1
25169382,0,High,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1
16034426,0,High,CCOc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN(C)C)cc1
46926062,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccccc3o1)N2
439260,1,Low,NC[C@H](O)c1ccc(O)c(O)c1
134807511,0,High,O=C1NCc2cc(-c3cc4c(ccn4Cc4ccncc4)c(N4CCOCC4)n3)ccc21
87051521,0,High,CCCCN(C)C(=O)c1c(C)sc2ccn(CCC)c(=O)c12
70716515,0,High,CCC[C@@H]1CN(C(=O)c2ccc(-c3ccc(C)o3)cc2)C[C@H]1NC(C)=O
1497027,1,Moderate,Cc1ccc(C(=O)Nc2ccc3oc(-c4cccnc4)nc3c2)cc1[N+](=O)[O-]
1201,0,High,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O
139106,0,High,c1ccc(-c2cn[nH]c2)cc1
21081761,0,High,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
20953663,1,Moderate,Cc1nn(CC(=O)NCCCN2CCC(N3CCCCC3)CC2)c(=O)c2cc(-c3ccccc3)nn12
974197,0,High,CCNc1oc(-c2cccc3ccccc23)nc1C#N
135546860,0,High,CN(C(=O)CSc1nc2c(c(=O)[nH]1)CCCC2)c1ccccc1
53255401,1,Moderate,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)n(C)n1
57383405,0,High,CN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCc3ccc(Br)cc3)cc21
70701403,0,High,CC(Nc1ccc([S+](=O)([O-])Nc2nccs2)cc1)c1ccccc1
70789487,0,High,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ncc(-c3ccccc3)s2)cc1
70789418,1,Moderate,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1NS(=O)(=O)c1ccc(C)cc1
70789458,1,Low,Cc1ccc(S(=O)(=O)Nc2cc(Cl)c(Cl)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
70789670,0,High,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-n1cncn1
71296028,0,High,c1ccc2[nH]c(Nc3nc(-c4ccncc4)nc4ccccc34)nc2c1
70701388,1,Low,O=[N+]([O-])c1ccc(CNc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c(O)c1
9921994,0,High,c1ccc2c(Nc3ccn[nH]3)nc(-c3ccncc3)nc2c1
939022,0,High,COc1ccc2[nH]c(=O)c(-c3noc(-c4cccs4)n3)cc2c1
70789343,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc1
71295995,0,High,Fc1ccc(Nc2ccnc(-c3ccncc3)n2)cc1F
70789517,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cnn(C)c3)cs2)cc1
70789560,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccccc1
70789702,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccncc1
71296025,0,High,CN(C)c1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
118721624,0,High,[2H]C([2H])(Nc1nc(-c2ccccc2C([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])ncc1C)c1ccc(-n2ccnn2)cc1
70701468,0,High,CNc1sc(-c2cccc3ccccc23)nc1C#N
71828900,1,Moderate,O=C(NC1CCCc2c1[nH]c1c(Cl)cccc21)c1ccc2c(c1)OCO2
15991365,0,High,COc1cc(C2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2CCCN2CCOCC2)ccc1O
7080326,0,High,Cc1c(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)nc2ncccn12
135546945,0,High,COc1cc(NC(=O)c2cc(-c3ccccc3O)no2)cc(OC)c1OC
40724396,0,High,CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cccc(C(F)(F)F)c3)c(=O)n1C2
70756727,0,High,Cc1cc(CNC(=O)c2ccc3c(c2)n(CC2CC2)c(=O)n3C2CCCCC2)on1
4091590,0,High,Cc1ccc2nc(-c3ccccn3)c(Nc3ccccc3C)n2c1
53396328,0,High,O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
213329,1,Moderate,Cc1ccc(C)n1-c1cccc(C(=O)O)c1
16009365,0,High,CC(C)CNc1ncnc2onc(-c3ccc(Cl)cc3)c12
46926047,0,High,CC1=C(C(=O)Nc2ccccc2C)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1
53255426,0,High,Cc1cc(NS(=O)(=O)c2ccc(NCCc3ccc(Cl)c(Cl)c3)cc2)no1
53257149,0,High,COc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)n3)CC2)c1
57383430,0,High,CCN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCc3ccc(F)cc3)cc21
70789485,1,Moderate,Cc1ccc(-c2cc(C(=O)Nc3cccc(S(N)(=O)=O)c3)c3ccccc3n2)cc1C
70701474,0,High,CNc1oc(-c2cccc(-c3ccccc3)c2)nc1C#N
60167823,1,Low,Cc1cnc(-c2ccccc2C2COC2)nc1NCc1ccc(-c2cccnc2)cc1
70701441,1,Low,O=S(=O)(Nc1nccs1)c1ccc(NCc2cc(F)ccc2O)cc1
70701423,0,High,O=[S+]([O-])(Nc1nccs1)c1ccc(NCc2cc(Cl)cc(Br)c2O)cc1
70701416,1,Moderate,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc(C)c(C)s3)cc2)c1O
890763,0,High,COc1cc(/C=C2\C(=O)Nc3ccccc32)ccc1O
70789553,1,Moderate,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1cccs1
70789687,1,Low,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cncnc1
70789676,1,Moderate,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1Cl
70789696,1,Moderate,Cc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F
71296002,0,High,CC(=O)Nc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
73265321,0,High,Cc1c(-c2cccc3c(CCCOc4cccc5ccccc45)c(C(=O)O)n(Cc4cccnc4)c23)c(COc2ccc(N3CCN([S+](=O)([O-])N(C)C)CC3)cc2)nn1C
50898243,0,High,O=C(NC1CCCc2c1cnn2-c1cccc(O)c1)c1ccccn1
134798001,1,Moderate,Cc1ccccc1C(=O)N1CCC(C(=O)N2CCC(N3Cc4ccccc4C3=O)CC2)CC1
75490814,0,High,COc1cc(C(=O)NC2CCCc3c2[nH]c2ccccc32)cc(OC)c1OC
135439882,0,High,COc1ccc(-n2c(C)cc(C3=NNC(=NC4CC4)SC3)c2C)cc1
134811157,1,Low,COc1cncc(Nc2ncc(-c3cccc(N(C)C)c3)c3c2OCC3)c1
1518779,0,High,Nc1cc(CN2C(=O)c3ccccc3C2=O)cc(Cl)c1O
16022685,0,High,COc1ccc(Cn2c(C(=O)O)c(CNCc3cccc(OC)c3)c3ccc(C)cc32)cc1
44634868,0,High,Cc1cc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)ccc1F
46907750,0,High,CC(C)Oc1cccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)c1
46926040,0,High,O=C1CCCC2=C1C(c1ncccc1Br)N=C(Nc1nc3ccccc3o1)N2
3246380,0,High,CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@H]1[C@H]2C(=O)OC
134809146,0,High,COc1ccc(-c2[nH]nc3ncc(-c4ccc(CO)cc4)nc23)cc1F
134798255,0,High,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(F)cc3)CC2)n1
4388543,0,High,COc1ccc(-c2nc3ncccc3[nH]2)cc1
123767,1,Moderate,NC1(c2ccccc2Cl)CCCCC1=O
71295991,1,Moderate,c1ccc(-c2cc(Nc3nc(-c4ccncc4)nc4ccccc34)n[nH]2)cc1
6418891,1,Moderate,FC(F)(F)c1cccc(Sc2nc(-c3ccccc3)nnc2C(F)(F)F)c1
1315619,0,High,O=C(Nc1ccccc1C(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccco1
4894298,0,High,CC1(C)CC(=O)C2=C(C1)NC(Nc1nc3ccccc3o1)=NC2c1ccccc1Cl
46926079,1,Moderate,CC1=C(C(=O)Nc2nnc(-c3ccccc3)s2)C(c2nn(C)cc2Cl)N=C(Nc2nc3ccccc3o2)N1
49853035,0,High,Cc1ccnc(NC(=S)N2CCCC(Nc3cccc(C(F)(F)F)c3)C2)c1
50898239,0,High,COc1cccc(-n2ncc3c2CCCC3NC(=O)c2ccccn2)c1
70701401,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1OC
71296022,0,High,Fc1ccc(CNc2nc(-c3ccncc3)nc3ccccc23)cc1F
929302,0,High,Clc1ccccc1Nc1nc(-c2ccncc2)nc2ccccc12
71296005,0,High,Fc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1F
1079726,1,Moderate,O=S(=O)(Nc1nccs1)c1ccc(NCc2cc(Cl)ccc2O)cc1
11230874,0,High,Cc1cc(/C=C2/C(=O)Nc3ccccc32)cc(C)c1O
70789432,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(F)c(F)c1
70789671,0,High,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1N1CCN(C)CC1
70789686,1,Moderate,COc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)cc1F
72187533,0,High,Cc1ccccc1C(=O)N1CCc2cc(N3CCC(NC(=O)Cc4ccccc4)C3)ccc21
72187554,1,Moderate,Cc1ccccc1C(=O)N1CCc2cc(-n3cc(NC(=O)Cc4ccccc4)cn3)ccc21
73330287,0,High,COc1ccc(NC(=O)c2cccnc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1
40776995,0,High,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(C)=O)nc(-c2ccncc2)n1
16363,0,High,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
15988382,0,High,CCc1ccc(-n2nnc(-c3nsc(NC(=O)c4ccccc4Cl)n3)c2C)cc1
24870588,0,High,O=C1CCCC2=C1C(C1CCCCC1Cl)N=C(NC1NC3CCCCC3S1)N2
4302940,1,Low,CCn1cc(CNC(=O)c2cc(-c3ccc(C)cc3)nc3ccc(Br)cc23)c(C)n1
134805000,0,High,COc1ccc(-c2ccc3ncc(Nc4cccnc4OC)n3n2)cn1
5223276,1,Moderate,O=C(Nc1nnc(-c2ccco2)o1)c1ccc(Cl)cc1
2526122,0,High,Cn1nnnc1Sc1ncnc2scc(-c3ccc(F)cc3)c12
16010499,1,Low,Cc1ccc(S(=O)(=O)c2cnc(SC(C)C(=O)Nc3ccccc3)[nH]c2=O)cc1
16414,0,High,CN(C)CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21
51210891,0,High,CN(C)S(=O)(=O)c1cccc(NC(=O)c2ccc[nH]2)c1
22431996,0,High,Cc1ccc(N2CCN(c3cnn(-c4nc5ccccc5s4)c(=O)c3Cl)CC2C)cc1
16015991,0,High,Cc1ccccc1C(=O)Nc1nc2c(s1)CC(C(C)(C)C)CC2
750541,1,Moderate,O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1
46926065,1,Low,CC1=C(C(=O)Nc2nc3ccccc3s2)C(c2[nH]ncc2Cl)N=C(Nc2nc3ccccc3o2)N1
15988815,0,High,CCCCn1cnc2cc(NCc3ccc(OCC)cc3)ccc21
135526339,0,High,Cc1nn(CCc2nc(-c3ccccc3)cs2)c2[nH]c(=O)cc(C(F)(F)F)c12
25181472,0,High,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1
60167849,0,High,Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1
26745159,0,High,O=C(NC1CCCCC1)N1Cc2[nH]cnc2C[C@H]1c1nc(-c2cccc([N+](=O)[O-])c2)no1
1450429,0,High,Cc1ccccc1C(=O)N1CCc2cc(-c3csc(NC(=O)Cc4ccc5c(c4)OCO5)n3)ccc21
4176165,0,High,Cc1nc(N2CCN(c3ccccn3)CC2)c2c(C)c(C(=O)Nc3ccc(F)cc3Cl)sc2n1
134808857,0,High,COc1cccc(-c2nc(-c3c(C)noc3C)cc3[nH]c(C)cc23)c1OC
53137515,0,High,O=C(Nc1ccc2c(N3CCOCC3)ncnc2c1)c1cccc(Br)c1
134806999,1,Moderate,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2[nH]ncc2c1
90489352,1,Moderate,Cn1c(=O)cc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)c2ccccc21
5281304,0,High,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(O)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)C)[C@@H]24
11173800,0,High,O=C(NC1CCCc2c1[nH]c1ccccc21)c1ccccc1
25109894,0,High,N=c1c2c(ncn1-c1ccccc1)Oc1ccc3ccccc3c1C2c1ccc2c(c1)CCO2
134804915,0,High,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cn1
135398511,0,High,OCC(O)CCO/N=C1/C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21
3234053,0,High,COc1ccccc1-c1nc(NCc2cnc(C)cn2)c2ccccc2n1
53255382,1,Moderate,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1
487903,0,High,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2)cc1
60167907,0,High,Fc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-c2ccn[nH]2)cc1
70701374,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc4ccncc34)cc2)c1O
70789685,1,Moderate,Cc1nc2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2s1
71660749,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccc(Cl)cc3o1)N2
71296023,0,High,Fc1ccc(F)c(Nc2nc(-c3ccncc3)nc3ccccc23)c1
70789650,1,Moderate,Cc1cnccc1-c1nc(Nc2ccc(F)c(F)c2)c2ccccc2n1
70789692,0,High,Cc1noc(C)c1-c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F
820818,0,High,c1ccc2c(NC3CCCCC3)nc(-c3ccncc3)nc2c1
710951,0,High,c1ccc2c(N3CCOCC3)nc(-c3ccncc3)nc2c1
72187549,1,Moderate,Cc1cnc(NC(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)s1
6604471,0,High,COC(=O)Nc1nc2ccc(SC(C)C)cc2[nH]1
44144362,0,High,CN(C)c1ccccc1-c1csc(N2CCC(C(N)=O)CC2)n1
135485450,1,Low,CO[C@@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=N[C@H]2CC[C@H](O)O[C@@H]2C)C=C(NC(=O)/C(C)=C\C(=O)[C@@H]2C[C@@H]2[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
70701451,0,High,CNc1ncc(-c2cccc3ccccc23)o1
70789413,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3F)cs2)cc1
70701389,0,High,O=S(=O)(Nc1cccc2ccncc12)c1ccc(NCc2cccc(Cl)c2O)cc1
426728,0,High,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2
71533725,1,Low,COc1ncc(-c2ccc3c(Nc4cc(Oc5cc(F)cc(F)c5)cc(C(=O)O)c4)c(S(=O)(=O)NC4CC4)cnc3c2)c(OC)n1
135416459,1,Moderate,CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2ccccc2C)n2ncc(C(=O)Nc3ccc(C)cc3)c2N1
921541,0,High,Fc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F
15988816,0,High,CCc1ccc(CNc2ccc3c(c2)ncn3C(C)(C)C)cc1
16018627,0,High,C=Cc1ccc(Cn2c(C(=O)O)c(CNCc3ccccc3)c3ccc(OC)cc32)cc1
16023293,0,High,Cc1c(Cl)cccc1-n1ncc(C(=O)Nc2ccc(Br)cc2F)c1C1CCNCC1
5055687,1,Low,CCOC(=O)N1CCc2c(sc(NCc3sccc3C)c2C(=O)Nc2cc(Cl)ccc2OC)C1
71307834,0,High,O=C(c1ccc2c(c1)ncn2-c1ccc(Cl)cc1)N1CCCCC1
72710617,0,High,O=C1Nc2ccccc2C12CC2c1cc(Cl)c(O)c(Cl)c1
2333,1,Moderate,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
16016035,1,Low,CCOc1cccc(C(=O)Nc2nc3c(s2)CC(C(C)(C)C)CC3)c1
2431573,1,Moderate,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1
71307836,0,High,CC(C)(C)n1cnc2cc(C(=O)N3CCCCC3)ccc21
70789647,0,High,COc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F
70701462,0,High,CNc1oc(-c2cccc(Cl)c2Cl)nc1C#N
57336276,0,High,Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1
70789535,1,Low,Cc1ccc(S(=O)(=O)Nc2cc(Br)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
15991364,0,High,Cc1ccc2oc3c(c(=O)c2c1)C(c1cccc(O)c1)N(CCCN1CCOCC1)C3=O
159324,0,High,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
719449,0,High,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12
70789665,0,High,COC(=O)c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1OC
46907745,0,High,NC(=O)C1CCN(c2ncc(-c3cccc(F)c3)s2)CC1
136665413,0,High,O=C(Nc1cccc(F)c1)c1cc(-c2ccc[nH]2)n[nH]1
765019,0,High,Cc1ccc(-c2cc(C(=O)NC3CCCCC3)c3ccccc3n2)cc1
134808985,0,High,O=C(Cc1ccc(O)cc1)N1CC(CNc2ccccc2)C2(C1)CN(c1ccccc1)C2
3232805,0,High,Cc1noc(C)c1C(=O)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2
46907695,0,High,NC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OC(F)(F)O4)s2)CC1
71660730,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cc([S+](=O)([O-])N4CCOCC4)ccc3o1)N2
53358901,0,High,O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1
44640157,0,High,O=C1CCCC2=C1C(c1ccccc1Cl)N=C(Nc1nc3ccccc3o1)N2
7287095,0,High,COc1ccc(-c2nc3sc(CCNC(=O)C(C)(C)C)c(C)n3n2)cc1
7536878,0,High,COc1ccc(CNC(=O)c2cnc3ccccc3n2)cc1
134807531,1,Low,COc1ccc(-c2cc(-c3cccc4[nH]ncc34)cn3cncc23)cn1
46907757,0,High,CCOc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
71826352,1,Moderate,COc1ccc2c(ccn2CCC(=O)Nc2ccc3c(c2)C(=O)N2CCC[C@H]2C(=O)N3)c1
71959588,0,High,CCCN1C(CC(C)C)=NS(=O)(=O)c2cc(NC(=O)c3ccco3)ccc21
60167830,0,High,FC(F)(F)c1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1
134809346,1,Moderate,COCCn1ccc2c(C3=CCOCC3)nc(-c3ccc4c(c3)CNC4=O)cc21
16018041,0,High,CC(C)Oc1ccc(CNC(=O)C2CCN(C(=O)N3CCOc4ccc(Cl)cc43)CC2)cc1
11315474,0,High,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
15990032,1,Low,Cc1ccc(C)c(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)c1
662914,0,High,c1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1
735924,0,High,Clc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1
53143698,0,High,COC(=O)c1cccc(NC(=O)c2cnc(-c3ccc(F)cc3)nc2-c2ccncc2)c1
70789443,0,High,COc1cc(NS(=O)(=O)c2ccc(C)cc2)c(C(=O)Nc2nc(-c3ccccc3)cs2)cc1OC
70701394,0,High,O=[S+]([O-])(Nc1ccccc1)c1ccc(NCc2cccc(C(F)(F)F)c2F)cc1
3158002,0,High,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)c1ccccc1
5738263,0,High,O=c1c2ccccc2nc(/C=C/c2cccnc2)n1Cc1ccccc1
71839006,0,High,CCOc1ccccc1C(=O)NC1CCN(c2cc(C)cc(C)c2)C1=O
3604519,1,Moderate,Cc1cccc2c(C(=O)O)cc(-c3cccs3)nc12
15990000,1,Low,Cc1ccc(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)cc1F
134791199,0,High,O=C(c1nc(-c2ccc(Cl)nc2)c2ccccn12)N1CCCC1
16033974,0,High,Cc1ccc(-n2ncc3c(NCCCN(C)C)ncnc32)cc1Cl
135412648,0,High,Oc1cccc2nc3ccccc3nc12
70789526,1,Low,Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
70701429,1,Low,COc1cccc(O)c1CNc1ccc(S(=O)(=O)Nc2nccs2)cc1
60167837,0,High,CC(C)c1ccccc1-c1ncc(F)c(NC2(c3ccc(-c4cccnc4)cc3)CC2)n1
73265331,0,High,CC(=O)N1CCN(c2ccc(OCc3nn(C)c(C)c3-c3cccc4c(CCCOc5cc(C)c(Cl)c(C)c5)c(C(=O)O)n(Cc5cccnc5)c34)cc2)CC1
15990297,0,High,CCOc1ccc(Nc2nc(C)c(NC(=O)c3ccc(C)cc3)c(Nc3ccc(OCC)cc3)n2)cc1
4343860,1,Moderate,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1
14720269,0,High,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+]
70789659,0,High,CN1CCN(c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)CC1
656272,0,High,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1
3382936,0,High,CCOC(=O)N1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccc(F)cc2)CC1
16373899,0,High,O=c1cc(CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)nc2ccccn12
72725,0,High,Nc1cc2nc3ccccc3oc-2cc1=O
134809348,0,High,COCCNc1ncc(-c2cccc(O)c2)c2c1OCC2
4438424,0,High,Nc1ncnc(N2CCc3ccccc32)c1[N+](=O)[O-]
3235386,0,High,c1ccc(Nc2cc(-c3ccoc3)ncn2)cc1
70701475,1,Moderate,N#Cc1nc(-c2cccc3ccccc23)oc1NCc1ccccc1
70789673,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccnc(C(F)(F)F)c1
4115695,0,High,CC(C)(C)c1ccc(C(=O)N2CC(=O)Nc3ccc(F)cc3C2c2ccc(F)cc2)cc1
70789477,0,High,Cc1cc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)c(C)o1
3851,0,High,Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1
46926044,0,High,Cn1cc(Br)c(C2N=C(Nc3nc4ccccc4o3)NC3=C2C(=O)CCC3)n1
71307876,0,High,CCN(CC)C(=O)c1ccc2c(c1)ncn2-c1cccc(C)c1
137299435,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccc(F)cc4)C3)[nH]c2=O)cc1
4853713,0,High,O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(S(=O)(=O)N2CCOCC2)c1
864492,0,High,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1
46907700,0,High,Cc1cnc(N2CCC(C(N)=O)CC2)nc1-c1cccc(N(C)C)c1
90489340,0,High,COc1cc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)cc(OC)c1OC
46907656,0,High,CN(C)c1cccc(-c2nccc(N3CCC(C(N)=O)CC3)n2)c1
134794920,0,High,O=C(c1nc(-c2cccnc2)c2ccccn12)N1CCN(c2ncccn2)CC1
1252141,0,High,Cn1c(CN2CCCC2)nc2cc(NC(=O)COc3ccc(Cl)cc3)ccc21
70789491,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc2ccccc2c1
24785538,0,High,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1
868798,0,High,Cc1ccc(NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)nc1
53255389,0,High,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc([S+](=O)([O-])Nc2ccccn2)cc1
4307096,0,High,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCCN3CCOCC3)c2=N)cc1
16020144,1,Low,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4ccco4)c3C2c2ccc(C)cc2)cc1
53137387,0,High,Cc1cc(C)cc(C(=O)Nc2ccc3c(N4CCCC4)ncnc3c2)c1
71296001,0,High,CNc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
15989546,0,High,CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1
57383399,0,High,CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccccc3)cc21
