rat_intraperitoneal_LD50_(?log(mol/kg)),canonical_smiles
1.982538135,CCN(CC)CCO
2.064391277,C=Cc1ccccc1
2.14412803,N#Cc1ccccc1
2.431926374,OCc1ccccc1
2.522440737,SCc1ccccc1
2.827176553,NNc1ccccc1
1.643975489,CC1(C)OCC(CO)O1
3.283471507,CNC(C)(C)Cc1ccccc1
3.093826371,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
4.236042605,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
2.484633315,CC(C)OC(=O)Nc1cccc(Cl)c1
2.927498682,O=NN1CN2CN(C1)CN(N=O)C2
3.346031466,CNC(C)CC1CCCCC1
3.011697507,Nc1ccc(Cc2ccc(N)cc2)cc1
2.739260141,Nc1ccc(Oc2ccc(N)cc2)cc1
3.096402226,c1cc(OCC2CO2)cc(OCC2CO2)c1
2.345381083,CC(=O)CC(=O)Nc1ccccc1
3.449772458,N=C(Nc1ccccc1)Nc1ccccc1
2.358543956,S=C(Nc1ccccc1)Nc1ccccc1
2.846033825,O=C(O)CCC(=O)Nc1ccccc1
1.994762767,OCCN(CCO)CCO
2.016645403,CC(=O)OCC(COC(C)=O)OC(C)=O
3.080436071,CCCCN(CCO)CCCC
2.042759376,C=CC(=O)OCC(CC)CCCC
1.648331816,Oc1ccc(OCc2ccccc2)cc1
2.851747419,Nc1ccc(N=Nc2ccc(O)cc2)cc1
2.828169195,CCNc1ccccc1
3.075995622,O=C=Nc1ccccc1
1.929897663,O=C(O)Cc1ccccc1
2.398473702,CC(=O)Nc1ccccc1
4.483507419,NC(=S)Nc1ccccc1
2.098464201,CC(=O)Nc1ccc(O)cc1
2.054871132,NCC(O)c1ccc(O)cc1
2.415744371,CCCCC(CC)CO
2.176637403,Cc1ccc(C=O)cc1
1.944324013,COc1ccc(N)cc1
1.929984843,CCOC(=O)CC
2.118286777,CCOC(C)OCC
1.797279587,CCC(=O)OCCC(C)C
1.44506866,Cc1ccc(C)cc1
1.758750027,Clc1ccc(Cl)cc1
2.482512882,Nc1ccc(Cl)cc1
2.660392788,Oc1ccc(Cl)cc1
2.60677062,Cc1ccc(N)cc1
3.556688369,O=C1C=CC(=O)C=C1
2.292212024,C=CC(=O)OCC(C)C
1.127671604,OCCCCC(O)CO
2.91318065,ClCC1CO1
1.620058379,CCCBr
4.146624089,C=CC=O
2.169942515,CCCS
2.088586152,ClCCCl
2.417517682,CCCI
3.343053923,CCC#N
2.911886628,C=CC#N
2.89806088,NCCN
3.195824884,C=CCO
4.049760552,O=CCCl
1.093030026,OCCO
5.807963042,CC(C)OP(C)(=O)F
5.649767589,CCOP(=O)(OCC)OP(=O)(OCC)OCC
1.390236988,CC(C)CCBr
2.032084629,CCCC(C)=O
3.206359697,O=C(O)CCS
1.384287881,COCC(C)O
1.91663913,CN(C)CCO
2.398638661,CC(=O)CC(C)C
3.004706868,O=C1C=CC(=O)O1
2.804732177,Nc1cccc(Cl)c1
2.558870754,Oc1cccc(Cl)c1
2.210472558,Cc1cccc(N)c1
2.552167531,Nc1cccc(N)c1
2.035386373,CCOC(=O)CC(C)C
1.598325849,Oc1cc(O)cc(O)c1
2.25604992,CC(C)CC(O)CC(C)C
1.606871783,Brc1ccccc1
1.839948696,Cc1ccccc1
2.756897335,Cc1ccncc1
1.832582228,Clc1ccccc1
2.508695063,NC1CCCCC1
1.938789736,O=C1CCCCC1
4.050880634,Sc1ccccc1
2.792993681,Cc1cccnc1
2.668054944,Cc1ccccn1
1.797279587,CCCCOC(=O)CCC
2.36619501,C=CCNC(N)=S
2.114565117,CC(C)OCCO
1.488423952,CCCCBr
3.140552036,CCCC#N
3.507146465,N#CCC#N
1.346591331,N#CCCO
2.354190307,CCCCS
1.751851903,CNCCO
2.88137895,NNCCO
1.483416113,COCCO
1.395579429,C1CCOC1
4.116984306,c1ccoc1
1.658531448,CC(C)(C)OOC(C)(C)C
2.154363101,CC(=O)CCC(C)=O
2.542065978,O=C(O)C=CC(=O)O
0.531731098,CCCCCCCCCCCCCC(=O)OC(C)C
2.154530479,CCCCCC(C)=O
2.146624089,CC=CC=CC(=O)O
3.156618316,[BH3-][n+]1ccccc1
2.333114625,CCCCC=O
1.925447043,OCCCCO
2.430457732,OCC=CCO
3.215331435,OCC#CCO
2.051740834,COCCOC
1.881877024,CCNCCO
1.50767279,CCOCCO
1.977883525,c1ccncc1
1.915747765,O=C(O)CCCC(=O)O
1.127671604,CC(O)COCC(C)O
2.20484885,CCCCCCC(C)=O
2.551959629,O=C(O)CCSCCC(=O)O
3.679685853,O=C(Cl)CCCCCCCCC(=O)Cl
1.565525841,O=C(O)CCCCCCCCC(=O)O
2.479602074,O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-]
3.747654797,O=CCCCC=O
2.4750876,CCCCCCS
3.144317501,NCCNCCN
2.938490538,NCCNCCO
2.942574335,OCCNCCO
1.139310609,OCCOCCO
2.14461868,CCCCNCCO
2.730106605,CCCCOCCO
1.644828425,COCCOCCO
5.571369103,CCOCCOCCO
3.070027786,CCCCNCCCC
2.347494869,NCCNCCNCCN
2.296349774,CCCCCCCCCCO
3.353909823,CCCCOCCOCCSC#N
2.73446676,COC(=O)C(c1ccccc1)C1CCCCN1
4.827015581,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O
3.843533834,CNC(=O)Oc1ccccc1OC(C)C
3.241060267,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1
3.393269272,N#[N+][CH-]C(=O)OCC(N)C(=O)O
1.816248863,C=CC(C)(C)O
4.488903085,CN(C)P(=O)(F)N(C)C
4.706428654,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
2.50807865,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
3.277461104,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
3.020478651,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
2.27614327,CCC(CC)(CO)CO
5.312968186,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
5.832207722,CNC(=O)ON=CC(C)(C)SC
1.960470778,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5
1.947451876,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O
2.281143253,O=C1c2ccccc2-c2cccc3c(-c4ccc5c6c(cccc46)-c4ccccc4C5=O)ccc1c23
2.081328101,O=C(Nc1cccc2c1C(=O)c1cccc(Cl)c1C2=O)c1ccccc1
2.335275336,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
2.172663246,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
1.104553834,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
3.566618769,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3
3.221079451,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
2.691746135,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
1.832975168,O=C(O)c1ccccc1Cl
3.510724972,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1
1.721178302,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1
2.707866147,Nc1ccc(O)c([N+](=O)[O-])c1
4.992389094,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1
3.718545974,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1
3.035528741,COc1cc2ccc(=O)oc2cc1OC
2.759876531,CCOC(=O)N1CCNCC1
1.697153309,COC(=O)c1ccc(C(=O)OC)cc1
2.176507259,c1ncc2[nH]cnc2n1
2.106818302,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
2.578727142,Oc1ccc(Cl)cc1Cl
2.389712919,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
3.750718067,COc1ccc(O)c(C(C)(C)C)c1
3.600472907,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O
2.117811113,COc1cc(C=O)ccc1O
1.524987989,COc1cc(C(=O)O)ccc1O
2.015062915,C1=CC2C=CC1C2
4.247570278,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
3.970674101,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1
3.121052707,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
2.74696383,CCCOC(=O)c1cc(O)c(O)c(O)c1
2.81940614,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
2.284783103,Nc1ccc([N+](=O)[O-])cc1O
2.396953624,O=C(O)c1cccc([N+](=O)[O-])c1
3.788681286,N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2)cc1
2.965731502,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
2.966671952,Oc1ccc(Nc2ccccc2)cc1
2.475232799,CC(C)OC(=O)Nc1ccccc1
2.67306658,O=C(O)COc1ccccc1
2.39689142,OCCOc1ccccc1
4.705495945,CCCCCCCCCCCCCCCC[n+]1ccccc1
2.408968832,CCCCC(C=O)CC
2.370483243,Nc1ccc(O)cc1
2.81138573,Oc1ccc(O)cc1
2.462996612,CCC=O
1.227284222,CNC=O
1.95488744,CCCC=O
2.421304723,NC(=O)N=NC(N)=O
3.530048954,CCCCCC(C)N
2.042458705,C1COCCO1
1.027084464,CCCCCCCCCCCCCCCCCC(=O)OCCCC
2.544574426,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
2.95875495,CCC1(c2ccccc2)C(=O)NCNC1=O
3.360927222,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
3.447661831,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O
3.423189141,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
3.141380753,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
1.848521641,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
4.070010761,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
3.018933643,CC1CCC2(NC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C
2.670150393,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
1.87568692,O=S1(=O)CCCC1
2.751965341,C#CC1(OC(N)=O)CCCCC1
3.025726799,CCCCOP(=O)(OCCCC)OCCCC
5.236108802,CCOP(=O)(OCC)SCCSCC
1.209029913,NC(=O)NO
1.549613359,ClC(Cl)=C(Cl)Cl
1.500795143,CC(=O)N(C)C
3.113437283,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12
2.70860905,CN1C(=O)OC(C)(C)C1=O
1.921865228,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5.097351032,CCN1C(=O)C=CC1=O
2.298140699,COc1cc2c3c(ccc4c5ccc6c7c(cc(OC)c(c1c34)c75)-c1ccccc1C6=O)C(=O)c1ccccc1-2
1.761938292,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O
2.979085609,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
3.740273858,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
2.385508778,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O
3.349686067,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
2.263082266,Nc1cccc2c1C(=O)c1cccc(N)c1C2=O
2.261575437,Cc1c(I)c(=O)n(-c2ccccc2)n1C
3.08544349,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13
1.953535141,Oc1c(I)cc(Cl)c2cccnc12
3.392798921,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
3.92008604,COC(=O)C1=COC(C)C2C[n+]3ccc4c([nH]c5ccccc54)c3CC12
2.596491653,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21
1.750522713,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21
3.160338583,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O
2.050096064,CCCCNC(=O)c1cccc(-c2ccccc2)c1O
2.674034,O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1
1.856097006,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
1.631526934,O=C(Nc1cccc2ccccc12)c1cc2ccccc2cc1O
3.63320606,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
2.462291309,O=C1NC(CCCl)Oc2ccccc21
2.31856773,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.6370594,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
5.069064697,Cc1ccc([N+](=O)[O-])c2c1O[Hg]2
2.91341718,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O
3.005540845,CC1NCCOC1c1ccccc1
2.182177752,Nc1nc2nn[nH]c2c(=O)[nH]1
3.169376265,CCN(CC)C(C)C(=O)c1ccccc1
2.255566761,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
2.728800024,O=C(Oc1cccc(O)c1)c1ccccc1
2.580688793,Nc1ccc(N=Nc2ccccc2)c(N)n1
3.977419627,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
2.588400456,CCOc1ccc([N+](=O)[O-])cc1N
3.096445532,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
3.241134858,CN(C)C(=S)SSC(=S)N(C)C
2.759566408,NS(=O)(=O)c1ccc(C(=O)O)cc1
4.834348907,O=C(O)c1ccc([Hg]O)cc1
2.12310359,O=S(=O)(O)NC1CCCCC1
1.966613918,O=C(O)C=Cc1ccccc1
2.971229447,CC(=O)Nc1ncc([N+](=O)[O-])s1
2.403487714,O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1
4.347492958,CN(C)c1ccc(N=NS(=O)(=O)O)cc1
2.158025631,C=CCc1ccc(OC)cc1
2.347295314,C=CC(=O)OCC
1.748844328,CCOC(=O)C=CC(=O)OCC
2.761506865,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC
2.367427083,C=CC(=O)OCCCC
2.959852666,NCCO
2.331369445,O=CCO
1.908546023,O=C(O)CC(=O)O
1.833152214,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC
1.32635976,C=C(C)C(=O)OCCCCCCCCCCCC
2.25604992,CCCCCCCCCO
5.909014964,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
2.995152919,CCCCCCC1(CC)C(=O)NC(=O)NC1=O
2.831249656,CCC1(CC)C(=O)NC(=O)NC1=O
3.122846377,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1
2.261946493,CC(C)C(O)C(C)(C)CO
2.161972598,CC(C)CC(C)(N)C(=O)O
2.563406647,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
2.830432115,O[n+]1c[nH]c(=S)c2[nH]cnc21
3.719528577,O=C(CO)c1coc(=O)c2c(O)cccc12
2.584020983,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
3.226668629,CN(C)CCOC(c1ccccc1)c1ccccc1
2.641939628,COc1cccc(C=O)c1O
3.850884625,O=C(Nc1ccc(C(=O)O)cc1)Oc1ccc(N(CCCl)CCCl)cc1
4.526049133,O=C1C=C2C(=CCOC2O)O1
2.746265645,S=c1[nH]c2ccccc2s1
1.681725025,O=S(O)CO
1.599338716,Nc1ccc(C(=O)O)cc1
2.916822441,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O
3.629879757,CCCCSP(SCCCC)SCCCC
3.105704107,CC(C)(N)Cc1ccc(Cl)cc1
3.103319816,CCCCCCCCCCCCOS(=O)(=O)O
2.602838371,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O
3.185251104,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13
3.87948869,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
4.766553967,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C
3.485952343,COP(=O)(OC)SC
3.409693373,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1
2.484670611,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
2.607013519,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
1.914229411,O=CCC(O)C(O)C(O)CO
2.427774367,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
2.975457659,CC(N)C(O)c1ccccc1
2.746107226,Nc1nc2nc[nH]c2c(=S)[nH]1
2.697769694,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1
3.992808131,CNCC(O)c1cccc(O)c1
4.089471139,O=NN(CCCl)C(=O)NCCCl
4.826991259,CN(C)C(=O)Oc1ccc[n+](C)c1
3.16297068,C=C1CC1CC(N)C(=O)O
1.116644122,ClC=CCl
3.912168896,CS(=O)(=O)OCOS(C)(=O)=O
3.330302141,N#[N+][CH-]C(=O)CCC(N)C(=O)O
1.951954317,C1=Cc2cccc3cccc1c23
3.075682685,C1=Nc2ccccc2Oc2ccccc21
3.788154225,c1ccc2c(c1)Oc1ccccc1O2
2.852527433,c1ccc2cccc-2cc1
1.435328255,C1C2CC3CC1CC(C2)C3
2.252295835,C1CCC2OC2C1
1.878770658,c1cn[nH]c1
2.055703782,C1COCCOCCOCCO1
5.063187829,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl
4.973146004,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
5.11895244,CCOP(=S)(OCC)SCSCC
5.137374686,CCOP(=S)(OCC)SCCSCC
3.809460051,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
3.174758847,NC(=O)N1c2ccccc2C=Cc2ccccc21
2.545276477,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
3.136182532,COc1c2occc2cc2ccc(=O)oc12
4.340214017,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1
2.056536285,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
3.588823331,COC(=O)C1=CCCN(C)C1
3.721158831,CNC(C)Cc1ccccc1
3.653887558,CC(N)Cc1ccccc1
4.036610647,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
4.090416783,CCS(=O)CCSP(=O)(OC)OC
2.544601384,OC(O)C(Cl)(Cl)Cl
1.908414239,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C
3.304521985,C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O
3.668705046,CCOC(=O)NP(=O)(N1CC1)N1CC1
3.435998731,C[N+]([O-])(CCCl)CCCl
3.504023059,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
1.713041736,O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1
3.024798966,COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C
3.739651013,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12
4.505815128,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
3.394780475,CN(C)CCCN1c2ccccc2Sc2cccnc21
2.997411506,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
3.901676231,CCN(CC)C(=O)c1ccc(O)c(OC)c1
2.655565474,CC(C)NNC(=O)c1ccncc1
3.570878593,O=[N+]([O-])c1cc(I)c(O)c(I)c1
3.049742006,C#CCN(C)Cc1ccccc1
3.787580684,NCCCNCCCCNCCCN
5.584730673,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
4.377356851,CCOP(=O)(OC=CCl)OCC
3.811396247,CN(C)CCCN(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
3.269327446,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
2.179660287,O=c1nc[nH]c2n[nH]cc12
2.724767246,CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
3.582786784,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
3.625291868,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
4.552224239,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21
2.816561101,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F
4.400318628,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
4.194014546,O=C(CF)Nc1cccc2ccccc12
3.533070985,CC(C)NCC(O)COc1cccc2ccccc12
3.058265046,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
4.307957899,O=C(CF)Nc1ccc2ccccc2c1
2.985806559,O=C(CF)N1CCCCC1
3.896879719,CCCCN(CCCC)C(=O)CF
4.610847465,O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F
4.523231249,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
5.16603205,CNCC(O)c1ccc(O)c(O)c1
3.088979042,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1
4.095777794,NC(=O)c1ccc(N)nc1
3.064946919,O=S(=O)(F)Cc1ccccc1
2.54695702,O=S(=O)(F)Oc1ccccc1
2.945160497,CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1
4.406982765,O=C(CF)Nc1ccccc1
4.417784756,COc1ccc(NC(=O)CF)cc1
2.15985115,FC(F)(F)COCC(F)(F)F
3.670462803,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
3.158991162,ClCCNCCCl
2.537234607,CCCCCCCCCC(=O)O
4.108969027,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3.303296736,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
3.461895297,Cc1ccccc1C(OCCN(C)C)c1ccccc1
3.661774837,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O
4.939284528,NC(Cc1ccccc1N(CCCl)CCCl)C(=O)O
2.856411864,NCCc1c[nH]c2ccccc12
3.041284098,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
4.251641964,O=C(CF)Nc1ccc(Br)cc1
6.217072266,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
3.136654243,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
3.636973689,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
1.098589321,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2
2.979571136,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
2.655432236,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
3.017556405,c1ccc(-c2ccccn2)nc1
2.742929272,CNNCc1ccc(C(=O)NC(C)C)cc1
3.204578464,O=S(=O)(F)c1ccccc1
3.633031661,CC(C)CNC(=O)CF
4.335576128,OCCF
3.306255804,CC(C)NP(=O)(F)NC(C)C
4.168114287,O=S(=O)(F)CCl
3.861409386,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
2.86214447,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
3.874385608,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
3.10255204,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
4.621132123,Cc1ccc(NC(=O)CF)cc1
4.574265145,O=C(CF)Nc1ccc(Cl)cc1
4.534396749,O=C(CF)Nc1ccc(F)cc1
3.40985989,CCNC(C)Cc1cccc(C(F)(F)F)c1
4.507171024,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
1.352447839,C=COCC(F)(F)F
2.929324341,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
2.868030322,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
2.332892716,C=C(O)C(C)=O
2.521770751,CC12CC(C=O)=C(O)CC1CCC1C2CCC2(C)C1CCC2(C)O
3.180110512,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1
3.787004679,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
2.802592794,C=Cc1cncc2c1CCOC2=O
2.098949528,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
2.430685973,O=C(O)C1CSCN1
2.965780061,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
3.011236242,O=c1[nH]c(=S)[nH]nc1-c1ccccc1
1.527244859,Cc1ncc(COP(=O)(O)O)c(CO)c1O
3.928953158,O=C(CF)Nc1ccc(-c2ccccc2)cc1
2.699388013,Nc1ncc2[nH]cnc2n1
2.940008183,Cc1ccc(S(=O)(=O)F)cc1
2.031567204,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
4.585866633,O=C(CF)Nc1ccccn1
1.399955221,CCOCC(F)(F)F
3.386099266,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
2.335973812,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O
3.827127411,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1
4.122485876,CCN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
4.626368148,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
3.447449531,C#CC(=O)O
4.495845923,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
3.395422932,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
2.404055051,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O
