rat_intravenous_LD50_(?log(mol/kg)),canonical_smiles
3.211147482,O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)O)cc4)c4nc2C=C4)C=C3)cc1
3.353123675,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
2.617480527,O=C(O)CCCNC(=O)c1ccccc1
6.546674732,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13
3.720533869,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
3.597144658,CCOc1ccccc1OCC1CNCCO1
3.705591501,OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1
3.293457499,CCOC(=O)c1c[n+](CC)c2n(c1=O)C(C)CCC2
3.090050022,O=C1CCCC(=O)C1C(=S)Nc1ccc(Cl)cc1
3.243767271,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
3.663261699,COC(=O)c1cncn1C(C)c1ccccc1
3.501262641,C=CCN1CCc2nc(N)sc2CC1
3.966016925,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23
3.64756155,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
3.440410782,CCCCC(=O)N(CCO)CC1C2CCC(C2)C1C
3.680340047,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccccc1
3.593161582,COc1ccc(C(=O)N(CCO)CC2C3CCC(C3)C2C)cc1
4.060551288,CC1C2CCC(C2)C1CNCCOC(=O)c1ccccc1
3.831464935,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc([N+](=O)[O-])cc1
4.05448857,COc1ccc(C(=O)OCCNCC2C3CCC(C3)C2C)cc1
4.045252817,CC1C2CCC(C2)C1CNCCOC(=O)c1ccc(Cl)cc1
3.832277148,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
3.985144975,Cc1ccc(OCC(O)CNC(C)(C)C)c2oc(=O)ccc12
3.933445317,CCN(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1
2.394867389,O=P1(NCCCl)NCCCO1
3.02855092,COc1cc(OC)c(C2CCCCC2)cc1C(=O)CCC(=O)O
2.410591416,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O
2.921093034,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
3.598716811,CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
1.839455351,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
2.603596302,COC(COC1OC(C)C(OC)C(OC)C1O)=C1OC(Oc2ccc(C=C(C)C(=O)NC3C(CO)OC(n4cnc5c(N(C)C)ncnc54)C3O)cc2)C(O)C1O
3.42243314,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
2.524736154,CS(=O)(=O)OCCCNP1(=O)OCCCN1CCCl
2.727995104,CS(=O)(=O)OCCN1CCCOP1(=O)NCCCl
2.639472793,CC1(C)COP(=O)(NCCOS(C)(=O)=O)N(CCCl)C1
3.427826141,CCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
2.998396876,CC1CCN(CCCl)P(=O)(NCCOS(C)(=O)=O)O1
3.358676508,CCCCCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
3.497546183,CS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
2.621646167,CS(=O)(=O)OCCCN1CCCOP1(=O)NCCCl
2.830542515,O=c1c2ccccc2nc2n1OCC2
2.843411074,CC1COn2c1nc1ccccc1c2=O
3.304655232,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
2.214640932,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
3.630475613,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
4.122119027,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
3.636342824,CNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.621302626,CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
3.8902036,CC(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
3.619127148,CNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
4.046484016,O=C(Nc1ccc(OCC(O)CNC2CCCCC2)cc1)NC1CCCCC1
3.992305081,CCC(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
3.967026875,CC=CCNCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
4.056111037,O=C(Nc1ccc(OCC(O)CNC2CCCC2)cc1)NC1CCCCC1
3.902461533,CCCCCCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
4.264495129,CC(C)[Sn](Cl)(Cl)C(C)C
2.847418408,CCOc1c(N2CCOCC2)cnn(C)c1=O
4.62405027,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C
5.774546255,C[N+](C)(C)CCCCCCCCCCCCCCCCCC[N+](C)(C)C
3.781740505,CC=C(C)c1cc(=O)c2c(C)cc3c(c2o1)C(OC)(OC(C)=O)c1c(O)c(C2CC(C)(N(C)C)C(OC(C)=O)C(C)O2)cc(C2CC(N(C)C)C(OC(C)=O)C(C)O2)c1C3=O
2.398342847,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O
4.854413626,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
5.130731668,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
4.456373264,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
3.611953923,NC1CCC(c2ccccc2)(c2ccccc2)C1
3.706957503,CCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.88654041,CCCCNC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.096815211,O=P1(NCCCl)OCCC(OO)N1CCCl
3.398391144,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
2.787200803,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21
5.318737221,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O
4.091597915,c1cc2c(c(NC3=NCCN3)c1)CCC2
3.08578395,COc1ccc(C=CC2=NCCS2)cc1
3.114366083,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
1.788108245,CC(=O)Nc1c(I)c(CC(N)=O)c(I)c(C(=O)O)c1I
1.776812087,CC(=O)Nc1c(I)c(CC(=O)NCCO)c(I)c(C(=O)O)c1I
4.445652767,CCN(CCOS(C)(=O)=O)P1(=O)OCCCN1CCCl
2.900454058,CC(CNP1(=O)OCCCN1CCCl)OS(C)(=O)=O
4.351094731,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2
4.367174878,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O
3.061389086,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
2.064154429,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12
1.8217035,O=C(O)Cc1ccc(OCC(O)CO)c(Cl)c1
3.007914031,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
5.562424224,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C
2.311120096,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O
3.265239774,CN(C)c1nc(=NP(=O)(N2CC2)N2CC2)c2c(ncn2C)[nH]1
5.131637909,Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1
4.814650699,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1
4.337209866,COC1C2CCC(C2)C1[Hg]Cl
3.718207025,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
3.959391729,Cc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C
2.984534514,Cc1cc(=O)nc(Nc2nc3ccccc3[nH]2)[nH]1
2.28208025,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1
2.331907588,OCCNCC(O)CNCCO
3.467034869,CC(O)c1cc(N)cc(C(F)(F)F)c1
3.131955792,N=C(N)NCC1CCCCCCN1
4.138697646,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
4.039490957,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32
3.703876815,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
1.814497468,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NCCC(=O)O)c1I
1.659595508,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)O)c1I
1.678226931,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(C(=O)O)C(C)O)c1I
1.970652418,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(CO)C(=O)O)c1I
4.136901674,CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1
2.560378947,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
6.64747016,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(OC(C)=O)C4[N+]3(C)CCCCC3)C2(C)CC1[N+]1(C)CCCCC1
4.262691733,CCC1(C)COC(=O)C1
6.445479657,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1
4.404745774,CC(NCC=C(c1ccsc1)c1ccsc1)C(O)c1ccccc1
7.582022758,CCOP(C)(=O)SCCN(C(C)C)C(C)C
4.044597244,CCN(CC)CCNC(=O)C1CCCCC12Oc1ccccc1O2
4.18526727,CCN(CC)CCNC(=O)CCC1(C)Oc2ccccc2O1
3.330844978,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
3.733925751,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
3.867871043,C=CC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C
3.709248456,CC(C)(C)NCC(O)COc1ccccc1NC(=O)NC1CCCCC1
2.237573896,NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O
3.750286177,CC(C)NCC(O)COc1ccc(CNC(N)=O)cc1
3.111614393,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
2.462653474,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
4.892070475,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O
2.660633194,COC(c1cc(C)c(O)c(C)c1)C(C)CO
3.781874455,COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(O)C2OC)C(OC)C8O)C(OC)C7O)C(OC)C6O)C(OC)C5O)C(OC)C4O)C(OC)C3O
3.731808274,Cc1csc(Cl)c1NC1=NCCN1
3.067831398,NC(=NP(=O)(O)O)N=C(N)Nc1ccccc1
3.416771329,CC12CCC3C(CCC4CC(N)C(O)CC43C)C1CCC2=O
3.849459084,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12
3.766976172,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
2.641114057,C/C(=N\c1c(I)cc(I)c(C(=O)NCC(C)C(=O)O)c1I)N1CCOCC1
4.060899268,OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1
3.899644369,O=C(OCCN1CCOCC1)C(c1ccccc1)c1ccccc1
3.649087605,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
5.245743891,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1
3.398265607,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O
6.542202782,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1
4.90674978,CC1OC(OC2C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)OC(C(=O)OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CO)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O
3.714482742,CCNCCC1(C)Oc2ccccc2O1
3.690963541,CN(C)CCNCCC1(C)Oc2ccccc2O1
4.117856039,CN1CCN(CCC2(C)Oc3ccccc3O2)CC1
4.254216046,CC1(CCNCc2ccccc2)Oc2ccccc2O1
3.951255621,CCN(CC)CCNCCC1(C)Oc2ccc(Cl)cc2O1
4.037613722,CCN(CC)CCNCCC1(C)Oc2cc(Br)c(Br)cc2O1
3.967541736,CCN(CC)CCNCCC1(C)Oc2ccccc2O1
4.068579469,CN(C)CCC1(c2ccccc2)Oc2ccccc2O1
3.422138241,CC1(CCN2CCOCC2)Oc2ccc(N)cc2O1
4.057517764,CCN(CC)CCNCCCC1(C)Oc2cc3ccccc3cc2O1
3.73487011,CC1(CCN)Oc2ccccc2O1
3.8732706,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
5.596293463,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
5.301035154,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
2.734432491,N#[N+][CH-]C(=O)C1C2CC3CC(C2)CC1(Cl)C3
2.6383582,CN1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1
3.432038808,CC(CN)c1ccccc1
5.019998078,COC12CCC3(CC1C(C)(O)CCC(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
3.773572274,CCC1=NCCC1(c1ccccc1)c1ccccc1
3.345824522,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4
4.028044247,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
4.167128338,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
4.859717476,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
3.379255582,CNC(C)C(O)c1ccccc1
2.341855002,O=C(O)CCn1nc2ccccn2c1=O
4.093995695,CCN(CC)CCOC(=O)CC(O)(c1ccccc1)c1ccccc1
2.297957376,NP1(=O)OCCCN1CCCl
3.416043027,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
3.970251544,CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
3.047113843,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
5.009584733,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)N(CCCl)N=O
3.239518449,CCC(C)NCC(O)c1ccc(N)cc1
4.18083696,CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1
3.438120986,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
3.021644036,CCOC(=O)N1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1
4.070803018,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1
4.067749121,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl
3.863153604,CN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3(O)C1C5
4.549711647,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
4.102846346,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
4.144323694,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO
4.598948778,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
3.55806888,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1
3.000553577,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
5.591426936,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C
3.576165227,Clc1ccccc1CN1CCc2sccc2C1
3.230968061,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
3.090392127,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O
4.392480631,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
3.96564013,CN(C)CC(=O)N1Cc2ccccc2CC2CCCCC21
4.283477625,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
4.259587509,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
3.172876276,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
4.594252645,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1
2.714098538,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
5.173556524,Clc1ccc(C(c2ccccc2)N2CC[N+]3(CCOCC3)CC2)cc1
2.031817653,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
2.843143044,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
3.812112236,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1
1.82501951,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
4.241415032,CCN(CC)CCOCCC1(C)Oc2ccc(Cl)cc2O1
4.06946533,CC1(CCOCCN2CCOCC2)Oc2ccccc2O1
4.488807582,CC1(CCOCCN2CCCC2)Oc2ccccc2O1
4.168551497,CN(C)CCCOCCC1(C)Oc2ccccc2O1
3.491120664,C1=C2CCCNC2C2CC1C1CCCCN1C2
4.591798675,CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C=O
4.204660047,N#[N+][N-]C1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
4.201273055,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCCC(=O)c1ccc(F)cc1
4.275829434,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O
3.515961167,CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O
4.495278759,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
3.363129546,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br
3.347225437,c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1
4.567637691,O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl
2.229002141,CCCCOCC(=O)O
4.291385503,Cc1ccc(NC(=O)N(CCCl)N=O)cc1NC(=O)N(CCCl)N=O
3.734180491,CC(C)(C)NCC(O)c1ccccc1Cl
1.974554061,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
3.706388076,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1
3.723025269,CC(=O)OCN(C)N=O
3.938379864,C=CCN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3C1C5
2.544326659,COc1ccc(OC)c(C(O)CO)c1
3.820572833,COc1ccc(CCN(C)CCCC2(c3ccc(OC)c(OC)c3)S(=O)(=O)CCCS2(=O)=O)cc1OC
3.052331179,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
4.152249815,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
3.575156137,CCN(CC)CCOc1ccc(CC(NC(=O)c2ccccc2)C(N)=O)cc1
3.729243831,CCNC(=O)C(Cc1ccc(OCCN(C(C)C)C(C)C)cc1)NC(=O)c1ccccc1
3.902635994,CCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccccc1
3.660368762,CCN(CC)C(=O)C(Cc1ccc(OCCN2CCN(C)CC2)cc1)NC(=O)c1ccccc1
4.063274087,CCCCNC(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
4.044799125,CCCCCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccccc1
3.782031305,CN(C)CCOc1ccc(CC(NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1
4.080699524,CCCCNC(=O)C(Cc1ccc(OCCN(C(C)C)C(C)C)cc1)NC(=O)c1ccc(C)cc1
4.068154173,CCCCCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccc(C)cc1
3.642245219,CCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
3.808799877,CCCCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
4.089232266,CCCCNC(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(Cl)cc1
4.000929264,CCCCNC(=O)C(Cc1ccc(OCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
4.242604917,CCCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccc(Cl)cc1
3.958033407,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(Br)cc1
3.734232208,CN(C)CCOc1ccc(CC(NC(=O)OCc2ccccc2)C(=O)NCc2ccccc2)cc1
3.711489192,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(C)C)cc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1
3.672225355,NCCC(O)(P(=O)(O)O)P(=O)(O)O
4.493292109,O=C(OC1CCCNC1)C(O)(c1ccccc1)c1ccccc1
4.592777925,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1
5.874692425,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O
4.08338555,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
1.568515039,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(C)C(=O)O)c1I
1.599045685,CNC(=O)c1c(I)c(NC(=O)COC)c(I)c(C(=O)NCCC(=O)O)c1I
1.641593699,COCC(=O)Nc1c(I)c(C(N)=O)c(I)c(C(=O)NCCC(=O)O)c1I
1.775136944,CNC(=O)c1c(I)c(NC(=O)COC)c(I)c(C(=O)N(C)CC(=O)O)c1I
1.596756937,CNC(=O)c1c(I)c(NC(=O)COC)c(I)c(C(=O)NC(CO)C(=O)O)c1I
3.744792221,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
3.493510154,CC(=O)NCCCc1ccc(OCC(O)CNC(C)C)cc1
3.277466728,CC(=O)N(C)c1ccc(OCC(O)CNC(C)C)cc1
3.873741579,CCCCCCNC(=O)c1ccc(OCC(O)CNC(C)C)cc1
3.53311811,CC(C)NCC(O)COc1ccc(C(=O)NC2CCCCC2)cc1
3.298813651,CCN(CC)C(=O)c1ccc(OCC(O)CNC(C)C)cc1
3.923737804,CN(C(=O)NC1CCCCC1)c1ccc(OCC(O)CNC(C)(C)C)cc1
2.864177339,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
3.698307718,Cc1ccc(NC2=NCCN2)c(Cl)c1
4.305485879,CCN(CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1
4.052507484,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21
4.516572521,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
4.266082672,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1
3.785008186,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
4.29413211,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
4.009191979,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
3.839531035,Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2
4.020382002,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
4.082939835,CN(C)CCCN1c2ccccc2C=Cc2ccccc21
2.921251282,Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O
3.894446221,O=NN(CCCl)C(=O)NC1OC(CO)C(O)C(O)C1O
4.171613925,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
4.005437923,C=CCN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3(O)C1C5
2.700649199,Nc1ccc(OCC(O)CO)cc1
4.350790547,CCOc1ccccc1OCC(O)CNCCNCC(O)COc1ccccc1OCC
5.100113527,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)COC)C1O
5.170647067,CCOCC(O)C[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O
5.184601372,CCCOCC(O)C[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O
4.912331205,CCCCOCC(O)C[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O
