mouse_intraperitoneal_LD50_(?log(mol/kg))_(?log(mol/kg)),canonical_smiles
3.306991045,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
3.61680448,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
3.182018368,CC12CCC(C(Br)C1=O)C2(C)C
2.993669023,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314
2.155848798,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
3.458139068,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
3.353086969,CCC1CN2CCC3(C(=O)Nc4ccccc43)C2CC1C(=COC)C(=O)OC
3.276687714,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
3.303346439,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
3.587561737,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
3.021670892,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
3.018932432,CCC1(c2ccccc2)CCC(=O)NC1=O
1.92659644,CC(CO)(CO)[N+](=O)[O-]
3.50157849,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C
3.545149675,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
2.454802733,CCC(Br)(CC)C(=O)NC(N)=O
2.027526536,CCC1(C)CC(=O)NC1=O
2.82022117,C1=CC2C3C=CC(C3)C2C1
2.271708876,C#CC(C)(O)CC
1.842010534,O=S1(=O)CC=CC1
3.032076324,c1ccc([Sn](S[Sn](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
5.428823765,CCOP(=O)(C#N)N(C)C
2.442168814,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
2.002688629,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
2.198319258,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
2.094443417,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC
1.800902576,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
2.395092143,C#CC1(O)CCCCC1
2.421609909,CCC(C)(CC)OC(N)=O
2.274027004,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
4.140974407,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC
2.574701742,CCOP(=O)(OCC)OCC
2.132981712,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
2.512440904,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
3.042806169,CCCCSP(=O)(SCCCC)SCCCC
5.953190888,CCOP(=O)(OCC)SCCN(CC)CC
3.817464882,CC(C)(C#N)N=NC(C)(C)C#N
2.656754702,C=CC(C)(O)CCC=C(C)C
3.430051393,CC(Br)CBr
1.916675875,CC(C)CBr
3.441582032,CC(C)C#N
2.134354089,CC(C)CO
2.096921731,CC(N)CN
1.98289861,CCC(C)O
2.068396715,CCC(C)=O
2.964848664,C=CC(C)=O
3.002471266,CC(=O)CCl
3.67565005,CC(O)C#N
2.604859307,C=C(O)C=O
2.431445158,ClCC(Cl)Cl
2.621292388,C=CC(N)=O
2.97087199,NC(=O)CCl
3.323308364,O=C(O)CBr
2.699349846,C=CC(=O)O
1.22241356,CNC(C)=O
4.959704259,NNC(N)=S
3.37335803,COC(=O)Cl
2.384087366,CC[N+](=O)[O-]
2.892237861,BrC(Br)C(Br)Br
2.310578188,ClC(Cl)C(Cl)Cl
2.823172298,FC(F)=C(F)Cl
2.628930183,C=C(C)C(N)=O
3.079911694,NC(=S)C(N)=S
3.25371147,C=C(C)C(=O)O
2.554448777,CN(C)C(=O)Cl
3.074787194,CC(C)[N+](=O)[O-]
3.097573109,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O
2.042448108,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
2.18164752,CC(C)(CO)C(O)C(=O)NCCC(=O)O
4.184287361,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C
3.030785866,CC(C)(O)C(C)(O)c1ccc(Cl)cc1
3.930066053,CC(C)(C)c1cc(C(C)(C)c2ccc(O)c(C(C)(C)C)c2)ccc1O
2.40264305,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1
3.182397531,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
2.899444625,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
3.097387474,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
4.052159121,Cc1ccc(S(=O)(=O)N(C)N=O)cc1
6.058473023,O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O
2.751030914,CC(C)(OO)c1ccccc1
2.368455796,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
2.301592043,CCOS(=O)(=O)c1ccc(C)cc1
3.684819937,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
3.340348794,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C
3.532244644,CC1(N)CCC(C(C)(C)N)CC1
2.465197961,CC(C=O)Cc1ccc(C(C)(C)C)cc1
2.025076019,C=C(C)C(=O)OC
1.604149967,CN1CCN(C)C1=O
2.72637673,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
2.204821073,CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
3.212619907,Nc1ccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1S(=O)(=O)O
2.613958745,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
2.694993258,O=C1OC(=O)c2cccc3cccc1c23
3.488596736,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1
3.409187133,Nc1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1
3.013064853,O=C1c2ccccc2-c2ccc(Br)c3cccc1c23
2.439677528,O=C1c2cc(Br)ccc2-c2ccc(Br)c3cccc1c23
3.225050696,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
2.899831819,O=C1c2ccccc2-c2cccc3cccc1c23
2.679249781,Nc1cccc2c1C(=O)c1c(Nc3ccccc3C(=O)O)cccc1C2=O
1.568725377,Nc1cccc2c1C(=O)c1ccccc1C2=O
1.817103875,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
4.254521223,C=c1[nH]/c(=C/c2[nH]c(-c3ccc[nH]3)cc2OC)cc1CCCCC
2.876656106,Cc1c(N)c(=O)n(-c2ccccc2)n1C
3.170736832,O=C1c2ccccc2C(=O)C1c1ccccc1
2.327665387,O=C(O)c1c(O)cc(O)cc1O
2.874822956,Cc1c[nH]c2ccccc12
2.644450007,Cc1cccc(C(=O)O)c1O
2.213210536,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
2.840645489,Cc1cc(N)c2ccccc2c1O
5.172716358,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
2.559003662,O=C(O)c1c2c(nc3ccccc13)-c1ccccc1CC2
3.585995591,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21
3.701096092,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
3.130931718,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
3.248723088,c1ccc2c(c1)CCCC2C1=NCCN1
3.819624715,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC
2.94382236,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2
1.809252628,CC(=O)Nc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O
3.072378586,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
3.864675642,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O
1.907647489,CCOC(=O)c1ccccc1C(=O)OCC
1.843615209,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
1.8061118,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
1.891919889,CCCCOC(=O)c1ccccc1C(=O)OCCCC
2.782246818,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O
2.871676049,Nc1ccc(S(=O)(=O)O)c2ccccc12
2.449526609,O=S(=O)(O)c1ccc(O)c2ncccc12
1.873126115,Nc1cccc2c(S(=O)(=O)O)cccc12
3.263678284,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
2.405892514,c1ccc2c(c1)ccc1ccccc12
2.87041301,CCN(CC)CCCC(C)Nc1c(C)cnc2cc(Cl)ccc12
3.233548151,CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1
3.282999531,Nc1nc(=S)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1
2.097672224,O=C1NC(=O)c2ccccc21
1.994975283,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
1.689246892,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC
2.672341124,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
3.127687788,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1
2.600744259,CC(=O)Nc1ccccc1C(=O)c1ccccc1
3.510373701,CCN(CC)C(C)C=C(c1cccs1)c1cccs1
3.720029072,CCN(CC)CCOC(c1ccccc1)c1ccccc1
2.98508726,N#CC(c1ccccc1)c1ccccc1
2.297158427,O=NN(c1ccccc1)c1ccccc1
2.591211528,CN1C(=O)CC(c2ccccc2)C1=O
2.34491571,CCN1C(=O)NC(c2ccccc2)C1=O
3.19910764,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
3.349500932,O=C(O)c1c[nH]c2cc(Cl)ccc2c1=O
4.899453878,COP(=S)(OC)SCn1nnc2ccccc2c1=O
3.301518302,NNc1nncc2ccccc12
3.358551564,CN(C)c1cccc2ccccc12
1.919661121,c1ccc2c(c1)Cc1ccccc1-2
2.922234849,c1ccc2c(c1)[nH]c1ccccc12
2.485385707,O=C(O)Cc1cccc2ccccc12
4.305957239,NC(=S)Nc1cccc2ccccc12
2.853016431,S=c1[nH]nnn1-c1ccccc1
2.049443065,O=c1[nH]c(=O)c2ccccc2[nH]1
2.871680202,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
2.629890523,O=C(Nc1ccccc1)c1ccccc1O
2.515829706,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
3.068523178,Clc1ncnc2nc[nH]c12
2.713682727,O=C1Nc2ccc(Br)cc2C1=O
3.067410617,O=C(O)Cc1c[nH]c2ccccc12
3.154805479,CN(C)Cc1c[nH]c2ccccc12
2.599921262,NCCN1C(=O)CNC1=S
2.115739779,Clc1cccc(Cl)c1Cl
2.498692978,Oc1cccc(O)c1O
3.535430711,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
2.538850454,O=C(O)C(O)C(O)C(=O)O
1.122109822,O=C(CO)C(O)C(O)C(O)CO
3.770788429,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3.996322503,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl
1.182260539,OCC(O)C(O)C(O)CO
0.134127195,Cc1cc(O)cc(C)c1Cl
2.716035465,Cc1cc(C)c(N)c(C)c1
2.257179209,CCN(CC)C(=O)Cl
3.049543621,O=C(O)c1ccco1
3.498930532,CC(=O)c1cccs1
3.262916796,CC(C)(C)c1ccccc1O
3.867539373,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
3.918254769,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F
2.565866551,O=[N+]([O-])c1ccccc1O
4.380600123,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
3.609524277,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
1.602070573,NC(=O)c1ccccc1C(N)=O
2.927968859,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
1.937427653,Cc1cc(=O)n(-c2ccccc2)[nH]1
3.157338885,CN(C)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
2.705147848,Cc1ccc(O)c(C(=O)O)c1
2.513907292,Nc1ccc(O)c(C(=O)O)c1
2.93593782,Nc1ccc(Cl)cc1[N+](=O)[O-]
3.377390099,CCC(C)c1ccccc1O
2.250581684,O=C(NO)c1ccccc1O
3.135337964,Cc1ccc(C(C)C)c(O)c1
4.147889555,O=Cc1ccccc1Cl
2.851425462,CCc1ccccc1O
2.723185484,O=Cc1ccccc1O
2.407632165,Brc1cccc2ccccc12
3.468751893,O=c1nn[nH]c2ccccc12
2.094809801,CCC(C(=O)O)c1ccccc1
3.579287591,C1CCN2CC3CC(CN4CCCCC34)C2C1
3.532017619,Oc1ccccc1-c1ccccc1
3.455823049,Nc1c2ccccc2nc2ccccc12
2.820228835,CCC(C(=O)NC(N)=O)c1ccccc1
3.843115621,COc1cc(N)c2ncccc2c1
3.049086163,O=Cc1cc(Br)cc(Br)c1O
3.956031694,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1
3.416836811,O=C(c1ccccc1)c1ccc(Br)cc1
3.098837471,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
2.586255565,O=C(c1ccccc1)c1ccccn1
3.709724375,N#Cc1ccccc1C#N
2.716504164,c1ccc2nccnc2c1
2.931708679,c1ccc2ccccc2c1
3.267495568,COc1ccc(Nc2cc(Cl)ccc2C(=O)O)cc1
2.957792665,O=C(O)c1ccccc1Nc1ccccc1
3.036053713,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
2.64919615,O=C1Nc2ccccc2C1=O
2.85487966,Nc1ccc2ccccc2c1
2.903743651,Sc1ccc2ccccc2c1
2.569322351,Cc1ccc2ncccc2c1
2.822361281,O=c1ccc2ccccc2o1
3.289767271,NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1
3.272319764,Nc1nc(N)nc(-c2ccccc2)n1
3.485637033,CN(C)CCN(Cc1cccs1)c1ccccn1
2.877515319,O=C(c1ccccc1)C(O)Cc1ccccc1
3.105593215,CN(C)CCOc1ccccc1Cc1ccccc1
2.752183239,CCN(CCCl)c1ccccc1
2.096203878,c1ccc(N2CCNCC2)cc1
3.621699613,Nc1ccc2cc3ccc(N)cc3nc2c1
2.978285539,N#CCCN(CCO)c1ccccc1
3.054896364,Oc1ccc(-c2ccccc2)cc1
3.27457808,O=C(O)c1cc2ccccc2cc1O
2.469839682,c1ccc(-c2cnc(-c3ccccc3)o2)cc1
2.653718895,c1ccc2nc3ccccc3nc2c1
3.223995954,Nc1ccc(-c2ccc(N)cc2)cc1
3.270003,Oc1ccc(-c2ccc(O)cc2)cc1
2.758979481,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
2.016448318,COc1ccc(OC)c(C=O)c1
2.357398791,COc1ccc(C(=O)O)cc1OC
2.238475165,O=C(O)c1ccc2ccccc2n1
2.602537891,COc1ccccc1OCC(O)CO
2.518589484,C=CCc1ccc(OC)c(OC)c1
2.57488435,CC=Cc1ccc(OC)c(OC)c1
3.236101237,CCOc1ccc2ccccc2c1
3.127681314,CCC(=O)c1ccccc1
3.248355866,O=C(O)CN(CCO)CC(=O)O
1.599784854,O=C(Oc1cccc(OC(=O)c2ccccc2)c1)c1ccccc1
2.223257052,CNCC(O)c1ccc(O)cc1
2.88353526,CCOC(=O)c1ccc(N)cc1
3.153013505,CCCOC(=O)c1ccc(N)cc1
3.604869276,CC(C)COC(=O)c1ccc(N)cc1
2.289822377,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2.830356475,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
3.460035711,CCCCOC(=O)c1ccc(N)cc1
2.926588474,CCCCOC(=O)c1ccc(O)cc1
2.383075358,NC(=O)OCC(O)c1ccccc1
2.986287921,O=C(OOC(=O)c1ccccc1)c1ccccc1
2.485458752,O=C(C=Cc1ccccc1)c1ccccc1
2.317363306,O=C(O)c1ccc2c(c1)OCO2
1.763597297,CCCc1ccc2c(c1)OCO2
3.821898767,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
2.93069056,C[n+]1ccccc1C=NO
3.159745606,Cc1cc(Cl)ccc1SCC(=O)O
3.428646571,Oc1ccccc1C=NCCN=Cc1ccccc1O
2.839232863,O=Cc1ccc(O)cc1O
2.070611723,CC=C(CC)C(=O)NC(N)=O
2.547339783,CCN(CC)C(=S)SC(=S)N(CC)CC
2.473950214,c1ccc2n[nH]nc2c1
3.130947781,c1ccc2scnc2c1
2.699559714,Cc1cc2ccccc2[nH]1
2.522281179,Cc1nc2ccccc2o1
3.530371332,O=c1[nH]c2cc(Cl)ccc2o1
1.678301633,CC(C)(C)NSc1nc2ccccc2s1
2.1001903,Cc1ccccc1Br
2.078130785,Clc1ccccc1Cl
2.915431642,Cc1ccccc1N
2.91018999,Nc1ccccc1N
2.7369062,Nc1ccccc1O
2.436664986,Oc1ccccc1Br
2.738031245,Oc1ccccc1Cl
3.387983905,Cc1ccc(O)cc1C
2.318557408,Cc1cc(Cl)ccc1N
2.718204253,Nc1ccc(Cl)c(Cl)c1
2.607505956,Nc1cc(Cl)ccc1Cl
2.870004515,Oc1ccc(Cl)c(O)c1
3.072385938,O=C(O)CNC(=S)C(=S)NCC(=O)O
3.283621094,ClCC(Br)CBr
3.241323299,OCC(Br)CBr
3.162142053,OC(CBr)CBr
3.1801966,OCC(O)CCl
2.502595792,OCC(O)CS
2.639097841,CCC(C)=NO
3.031570032,CNC(=O)CCl
2.530118991,C=CC(=O)OC
2.708259391,S=C1NCCN1
1.893560023,O=C1CCCO1
2.699603612,Nc1nccs1
5.666096228,CC(OP(C)(=O)F)C(C)(C)C
3.855576089,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C
3.916620265,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
2.666680795,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
3.113881089,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O
3.551519528,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
3.981042615,Cc1ccccc1NC(=N)Nc1ccccc1C
2.516413728,C=CCc1ccc(O)c(OC)c1
2.611863576,CC=Cc1ccc(O)c(OC)c1
2.161966616,CCOC(=O)C(C)C
1.92104964,C=C(C)C(=O)OCC
2.841728526,CN(C)C(=S)SC(=S)N(C)C
3.597039594,CCN(CC)C(=S)SSC(=S)N(CC)CC
2.02578869,C=C(C)C(=O)OCC(C)C
1.97970722,C=C(C)C(=O)OCCCC
2.974055423,O=Cc1ccco1
3.057548197,SCc1ccco1
3.39387181,C[N+](C)(C)c1ccccc1
3.164682913,FC(F)(F)c1ccccc1
2.196435965,NS(=O)(=O)c1ccccc1
3.307015071,Cc1cc(C(C)(C)C)ccc1O
3.281278868,O=[N+]([O-])c1cccc(C(F)(F)F)c1
3.494902829,CC(C)(C)C1CCC(O)CC1
3.284636046,CC(C)(C)c1ccc(O)cc1
2.9814539,NS(=O)(=O)c1ccc(Cl)cc1
2.867167878,CC(C)(C)c1ccc(C(=O)O)cc1
2.387147693,OB(O)c1ccccc1
2.95506895,C=C(Br)c1ccccc1
2.778697394,CC(=O)c1ccccc1
1.775057828,NC(=O)c1cccnc1
1.865001688,NC(=O)c1cnccn1
2.533994358,O=C(O)c1ccccn1
3.608213036,S=C(S)N1CCNCC1
2.38428133,Cc1cccc(C(=O)O)c1
2.370848585,COC(=O)c1cc(O)c(O)c(O)c1
3.601175302,O=C(CCl)c1cccc([N+](=O)[O-])c1
2.284771831,O=C(O)c1ccc(O)c(O)c1
2.681243499,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
3.032537052,Nc1cc([N+](=O)[O-])ccc1O
1.99277035,CC(C)c1cccc(C(C)C)c1
2.763963413,O=C(O)CCN(CCC(=O)O)[N+](=O)[O-]
3.357186713,CCC(C)c1ccc(O)cc1
2.079693411,COC(=O)c1ccc(C)cc1
2.25072669,COC(=O)c1ccc(O)cc1
2.892481954,CCOC(=O)c1ccc([N+](=O)[O-])cc1
1.868172163,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
3.189198253,CC(=O)c1ccc(Cl)cc1
2.653746207,CC(=O)c1ccc(N)cc1
2.83298765,CC(=O)c1ccc(O)cc1
2.172122172,Cc1ccc(C(=O)O)cc1
2.818043564,O=C(O)c1ccc(O)cc1
2.804672952,Cc1ccc(N(C)C)cc1
2.742335427,Nc1ccc([N+](=O)[O-])cc1
3.268297087,O=[N+]([O-])c1ccc(O)cc1
2.872718451,CN(C)c1ccc(C=O)cc1
2.341224712,COc1ccc([N+](=O)[O-])cc1
1.99277035,CC(C)c1ccc(C(C)C)cc1
1.811406359,O=C(O)c1ccc(C(=O)O)cc1
2.588114772,CCN(CC)CCN
3.133564192,CCN(CC)CCS
2.198123678,C=Cc1ccccc1
2.291455866,NCc1ccccc1
2.411299759,N#Cc1ccccc1
2.659680458,OCC1CCCCC1
2.221073009,OCc1ccccc1
4.071571102,O=Cc1ccccc1
3.094149569,SCc1ccccc1
2.803553508,NNc1ccccc1
2.65575293,ON=C1CCCCC1
2.693262515,CC1CC(C)(C)OB(OC(C)CC(C)(C)OB2OC(C)CC(C)(C)O2)O1
3.238195429,CNC(C)(C)Cc1ccccc1
3.066884743,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
3.963041333,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
3.620589835,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
2.17689981,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
1.914758007,CC(C)OC(=O)Nc1cccc(Cl)c1
3.15597801,O=NN1CN2CN(C1)CN(N=O)C2
4.022112743,O=C1C(Cl)=CC(=NCl)C=C1Cl
3.312303112,CNC(C)CC1CCCCC1
3.428023096,Nc1ccc(Cc2ccc(N)cc2)cc1
2.824431751,Nc1ccc(Oc2ccc(N)cc2)cc1
2.961215955,c1cc(OCC2CO2)cc(OCC2CO2)c1
2.673920967,CCOC(=O)Nc1ccccc1
2.771349815,CC(=O)CC(=O)Nc1ccccc1
3.926893712,N=C(Nc1ccccc1)Nc1ccccc1
3.025821796,O=C(Nc1ccccc1)Nc1ccccc1
2.659573951,S=C(Nc1ccccc1)Nc1ccccc1
2.580209111,CC(=O)Oc1cccc(O)c1
2.865594798,C=CCN(CC=C)CC=C
2.012371712,OCCN(CCO)CCO
2.192736662,CC(=O)OCC(COC(C)=O)OC(C)=O
3.402027402,c1ccc2sc(SN3CCOCC3)nc2c1
3.2787369,CCCCN(CCO)CCCC
3.196609986,CC(O)CNC1CCCCC1
2.88279755,NC(=O)NNc1ccccc1
2.142932323,C=CC(=O)OCC(CC)CCCC
2.52339308,Oc1ccc(OCc2ccccc2)cc1
0.568874945,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
1.862765654,c1ccc(CCc2ccccc2)cc1
2.561640338,c1ccc(N=Nc2ccccc2)cc1
3.674607652,C1CN(SSN2CCOCC2)CCO1
2.166861628,CC(=O)OCC=Cc1ccccc1
2.699626334,CCNc1ccccc1
3.377025618,O=C=Nc1ccccc1
3.130947781,S=C=Nc1ccccc1
3.114580963,OCCN1CCNCC1
2.395287554,CC(=O)Cc1ccccc1
2.497399006,NC(=O)Cc1ccccc1
1.739520072,O=C(O)Cc1ccccc1
2.431897457,CC(=O)Nc1ccccc1
3.784537415,NC(=S)Nc1ccccc1
2.93259957,CC(=O)Nc1ccc(Br)cc1
2.614785184,CC(=O)Nc1ccc(O)cc1
2.518137764,COc1ccc(CC(=O)O)cc1
2.338953054,O=C(O)Cc1ccc([N+](=O)[O-])cc1
3.265391491,CCCCc1ccc(N)cc1
2.180904814,NCC(O)c1ccc(O)cc1
2.820076607,O=CC=Cc1ccccc1
2.234472599,CCCCC(CC)CO
1.954802648,Cc1ccc(C#N)cc1
2.477667398,Cc1ccc(C=O)cc1
2.197840517,COc1ccc(Br)cc1
2.184117007,COc1ccc(N)cc1
3.117715309,N#Cc1ccc(C=O)cc1
2.69499545,COC(=O)CC#N
1.945457529,CCOC(=O)CC
2.794356142,CCC(C)CC(C)N
2.760331996,CC(CC(C)C)=NO
2.422366562,CCNC(=S)NCC
2.354554035,CCOC(=O)CC#N
2.373559282,CCOC(C)OCC
2.377175068,CN(CCO)CCO
2.240779582,O=C1CCCCCN1
2.353869539,NC(=O)NC(=O)C=CC(=O)O
2.82450282,Cc1ccc(O)c(C)c1
3.071467449,CCCCOC(=O)C=CC(=O)OCCCC
2.30168637,C=CCNC(=S)NCCO
3.270201199,CCCCCCCCCCCCCCCCCC(=O)OCCOCCO
2.887203624,CC(C)=CCCC(C)CC=O
2.096047458,Brc1ccc(Br)cc1
1.992291299,Cc1ccc(Br)cc1
2.841139886,Nc1ccc(Br)cc1
2.624226874,Oc1ccc(Br)cc1
3.636046357,Cc1ccc(O)cc1
2.793119573,Cc1ccc(S)cc1
1.866299156,Clc1ccc(Cl)cc1
2.804732177,Nc1ccc(Cl)cc1
2.587961024,Oc1ccc(Cl)cc1
4.104390698,O=C1C=CC(=O)C=C1
3.285185111,Sc1ccc(Cl)cc1
2.22697618,C=CC(=O)OCC(C)C
2.499412803,CCCCCC(=O)CC
2.735810172,ClCC1CO1
2.931416261,BrCCBr
1.686759874,CCCBr
3.401461573,C=CCBr
3.794055703,C=CC=O
2.693477315,C=CCCl
2.323361829,ClCCCl
2.919099669,OCCCl
2.757674589,CCCI
1.58274717,CCCN
3.066409604,C=CCN
3.2938359,CCC#N
3.062042153,C=CC#N
2.877935447,N#CCCl
4.279149619,N#CCO
2.985875357,C=CCO
4.049760552,O=CCCl
1.043595343,OCCO
2.462667476,O=CC=O
4.219297936,CC[Hg]Cl
2.771352266,CC=NO
1.275913855,NCCS(=O)(=O)O
3.401858721,O=S(=O)(O)CCO
1.958920135,CC(O)CC(C)(C)O
5.6946331,CC(C)OP(C)(=O)F
1.557322698,C[Si](C)(C)O[Si](C)(C)C
5.543602854,CCOP(=O)(OCC)OP(=O)(OCC)OCC
2.83305782,O=S1(=O)CCOCC1
2.585300519,NC(=O)OCC(Cl)(Cl)Cl
3.003020845,CCCC(C)Br
2.555862814,CC(C)CCBr
1.731054633,CCCC(C)=O
0.943006725,CC(O)CCO
2.623652377,N#CCC(N)=O
1.442578365,CCCC(=O)O
3.444750741,O=C(O)CCS
2.042152036,CN(C)CCN
2.580847028,CN(C)CCO
2.551908449,CCC[N+](=O)[O-]
2.572563858,CC(=O)CC(C)C
2.099797118,CC(C)CC(C)O
2.099797118,CC(C)OC(C)C
2.3227448,Cc1nnc(N)s1
2.418496477,Brc1cccc(Br)c1
2.808677084,Cc1cccc(O)c1
3.395179564,Cc1cccc(S)c1
2.804732177,Nc1cccc(Cl)c1
3.034002429,Nc1cccc(N)c1
2.709396191,Oc1cccc(O)c1
2.000578674,Cc1cncc(C)n1
2.46867398,CC(=O)Oc1cccc(OC(C)=O)c1
2.24603548,COCC(C)OC(C)=O
