rat_oral_LD50_(?log(mol/kg)),canonical_smiles
1.863857962,Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1
2.087517672,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
2.727793302,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
2.394988963,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1.739833755,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
1.899548958,Cc1ccc(S(=O)(=O)N(C)N=O)cc1
2.600331315,CC(C)(OO)c1ccccc1
2.366814037,COS(=O)(=O)c1ccccc1
1.587462128,CC(=O)OC(C)(C)C1CC=C(C)CC1
2.180650498,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1
1.879292409,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2.01004501,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
2.298967838,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1
2.673291148,Cc1ccc(S(=O)(=O)OCCCl)cc1
1.819177857,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
1.953049,CCC(C)(C)c1ccc(O)cc1
2.737299928,COS(=O)(=O)c1ccc(C)cc1
2.383789942,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
2.602749387,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C
2.1672812,CC(C=O)Cc1ccc(C(C)(C)C)cc1
1.566096535,CC1=CCC2CC1C2(C)C
1.301537823,CC=C(C)C(=O)O
1.104422742,C=C(C)C(=O)OC
3.24860426,C=C(Cl)C(=O)OC
2.655584475,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
0.9827264,O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12
1.468800592,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C
1.4731467,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
1.060995574,Nc1ccc2ccccc2c1S(=O)(=O)O
2.893164438,C1C2OC2C2C1C1CC2C2OC12
1.559194667,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O
1.681628311,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21
2.344814572,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12
1.20573809,O=C1OC(=O)c2cccc3cccc1c23
3.577793956,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
2.442017837,COc1c2ccoc2cc2oc(C)cc(=O)c12
5.355870223,O=C1C(=C(O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
2.428923703,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
1.387776485,Cc1ncc(CO)c(C(=O)O)c1O
2.625228066,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
2.077570949,Cc1c(N)c(=O)n(-c2ccccc2)n1C
3.134640486,O=C1c2ccccc2C(=O)C1c1ccccc1
2.915066127,CC(C)(C)C(O)=C1C(=O)c2ccccc2C1=O
1.58004191,Cc1c[nH]c2ccccc12
2.533909091,Cc1cccc(C(=O)O)c1O
1.971365158,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
2.383123294,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3
1.585763977,Nc1ccc(S(=O)(=O)O)c2cccc(O)c12
2.898370792,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
2.893181678,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13
3.817810982,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
1.575613845,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
2.811794389,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
4.623646178,O=C1C(=O)c2ncccc2-c2cccnc21
2.130931718,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
2.406778768,c1ccc2c(c1)CCCC2C1=NCCN1
2.522916093,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC
1.927026769,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
1.997227973,Oc1c(Br)ccc2c(O)c(Br)ccc12
1.599784854,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1
1.412323777,CCOC(=O)c1ccccc1C(=O)OCC
1.268496846,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
1.569584752,CCCCOC(=O)c1ccccc1C(=O)OCCCC
1.05304728,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
2.971338429,CN1C(=CC=O)C(C)(C)c2ccccc21
1.649827299,Nc1cccc2c(S(=O)(=O)O)cccc12
3.152659564,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
2.831880008,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
2.128858315,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
1.985913476,O=C1OC(=O)c2ccccc21
1.691794284,O=C(O)c1ccccc1C(=O)c1ccccc1
2.127306445,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
1.681737291,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC
1.688503193,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
1.989385089,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1
2.209403844,O=[N+]([O-])c1ccccc1-c1ccccc1
2.052994268,O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
2.431733864,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1
1.70907671,COc1ccccc1-c1ccccc1
1.742049211,N#CC(c1ccccc1)c1ccccc1
2.035895558,O=NN(c1ccccc1)c1ccccc1
2.134026152,CCN1C(=O)NC(c2ccccc2)C1=O
4.656415829,COP(=S)(OC)SCn1nnc2ccccc2c1=O
2.297713801,ClCc1cccc2ccccc12
3.25036578,NNc1nncc2ccccc12
2.039815244,NC(=O)Cc1cccc2ccccc12
2.285062178,O=C(O)Cc1cccc2ccccc12
4.527805989,NC(=S)Nc1cccc2ccccc12
1.402532569,Cc1ccc(-n2[nH]c(C)cc2=O)cc1
1.318157737,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
2.307979377,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
2.956622829,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O
2.368780241,CCOC=C(C(=O)OCC)C(=O)OCC
2.095191712,CC(C)COC(=O)c1ccccc1O
1.800085668,CC(C)CCOC(=O)c1ccccc1O
1.643957744,CCOC(=O)c1ccccc1N
1.7046669,Nc1ccccc1C(=O)OCC=Cc1ccccc1
2.4998416,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
3.597273989,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
3.227791612,O=CC(Cl)=C(Cl)C(=O)O
2.113560056,Cc1cccc(N)c1C
2.392154428,Cc1c(N)cccc1Cl
1.996303489,Clc1cccc(Cl)c1Cl
1.966274188,Cc1cccc(C)c1N
3.502430451,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
1.499829473,O=C(O)C(O)C(O)C(=O)O
2.011221007,ClC1C(Br)C(Br)C(Br)C(Br)C1Br
2.757728777,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
1.371253496,COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
0.964776595,OCC(O)C(O)C(O)CO
1.611626262,Cc1cc(O)cc(C)c1Cl
2.285742438,Cc1cc(C)c(N)c(C)c1
2.381638887,Oc1c(Cl)cc(Cl)cc1Cl
1.722633923,CCC(CC)C(=O)O
1.700876708,CCN(CC)C(=O)Cl
1.878568688,C=CN1CCCC1=O
2.533277972,CC(C)(C)c1ccccc1O
1.59990075,Cc1ccccc1S(N)(=O)=O
1.566509378,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
2.407819764,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
2.997327565,CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C
1.634578023,CC(=O)OC1CCCCC1C(C)(C)C
1.204166379,Cc1ccc(N)c(S(=O)(=O)O)c1
1.255792014,Cc1cc(S(=O)(=O)O)c(N)cc1Cl
1.343956389,Cc1ccc(S(=O)(=O)O)c(N)c1
2.187280107,Cc1ccccc1[N+](=O)[O-]
2.769300152,O=[N+]([O-])c1ccccc1Cl
1.936155453,Nc1ccccc1[N+](=O)[O-]
2.619611884,O=[N+]([O-])c1ccccc1O
1.611419514,CC(C)=C1CCC(C)C2=C(C1)C(C)CC2
3.982660114,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
1.890094419,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl
3.059002676,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
1.958886852,Cc1cc(=O)n(-c2ccccc2)[nH]1
1.986512971,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12
1.737922104,Nc1ccc(O)c(C(=O)O)c1
1.792061422,Cc1ccc(C)c([N+](=O)[O-])c1
2.283303491,O=[N+]([O-])c1cc(Cl)ccc1Cl
2.634907824,Nc1ccc(Cl)cc1[N+](=O)[O-]
2.67158067,CCC(C)c1ccccc1O
1.486110131,O=C(NO)c1ccccc1O
1.654581045,O=C(Cl)c1ccc(Cl)cc1Cl
2.489263615,CC1CCC(C(C)C)C(=O)C1
1.793354133,CC1=CC(=O)C(C(C)C)CC1
2.185504573,Cc1ccc(C(C)C)c(O)c1
1.730482667,CC(=O)c1ccc(O)cc1O
1.813435804,O=Cc1ccccc1Cl
2.370794121,O=Cc1ccccc1O
2.029754208,COc1ccccc1N
2.377904899,COc1ccccc1O
1.888084827,Cc1cccc2ccccc12
2.023650565,Clc1cccc2ccccc12
1.887042329,Oc1cccc2ccccc12
2.393204931,O=c1nn[nH]c2ccccc12
1.594878187,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl
2.386017423,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1
2.130159521,c1ccc(Nc2cccc3ccccc23)cc1
2.387662287,C1CCN2CC3CC(CN4CCCCC34)C2C1
1.859253798,Nc1ccccc1-c1ccccc1
1.557004043,O=C1CCCCC1C1CCCCC1
2.184751182,Oc1ccccc1-c1ccccc1
1.999884201,CCC(C(=O)NC(N)=O)c1ccccc1
2.344721309,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1
1.988696317,COC(OC)C(C)c1ccccc1
1.566409206,OC(c1ccccc1)c1ccccc1
2.447623098,COc1cccc(OC)c1O
3.630543129,N#Cc1ccccc1C#N
2.191011178,COc1ccccc1OC
1.52054165,C1CCC2CCCCC2C1
2.417603858,c1ccc2ccccc2c1
2.591306767,c1ccc2ncccc2c1
2.315848415,COc1ccccc1[N+](=O)[O-]
1.635431467,NS(=O)(=O)c1cc2c(cc1Cl)NC(=CSCc1ccccc1)NS2(=O)=O
1.912621251,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
2.051104908,COC(=O)c1ccccc1/N=C/C(C)Cc1ccc(C(C)(C)C)cc1
1.940715046,Cc1ccc2ccccc2c1
1.893525743,Clc1ccc2ccccc2c1
2.294375245,Nc1ccc2ccccc2c1
2.252819669,Cc1ccc2ncccc2c1
2.066004545,Cc1ccc2ccccc2n1
2.697916341,O=c1ccc2ccccc2o1
2.626653314,NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1
3.116265619,CN(C)CCN(Cc1cccs1)c1ccccn1
1.696122139,CCCCCC(=Cc1ccccc1)C(OC)OC
2.116770093,CCN(CCO)c1cccc(C)c1
1.799256039,Cc1cccc(N(CCO)CCO)c1
1.622002646,OCCN(CCO)c1cccc(Cl)c1
2.831527449,CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1
2.261026535,CN(C)CCOc1ccccc1Cc1ccccc1
2.112330549,COc1ccccc1NC(=O)CC(C)=O
2.226116371,COc1ccccc1NC(=O)CC(=O)c1ccccc1
2.908999433,O=C1CCN(c2ccccc2)N1
1.979277317,Cc1ccc2oc(=O)ccc2c1
2.474485887,CCN(CCCl)c1ccccc1
2.003260825,CCN(CCO)c1ccccc1
1.857704396,c1ccc(-c2ccccc2)cc1
2.244290425,c1ccc(N2CCOCC2)cc1
2.887927935,c1ccc(N2CCNCC2)cc1
1.703901994,COc1cc2ccc(=O)oc2cc1O
1.772810502,N#CCCN(CCO)c1ccccc1
2.529499651,Nc1ccc(-c2ccccc2)cc1
2.354454754,O=C(O)c1cc2ccccc2cc1O
1.927835488,c1ccc2c(c1)Cc1ccccc1N2
2.77543016,Nc1ccc(-c2ccc(N)cc2)cc1
1.578037897,Oc1ccc(-c2ccc(O)cc2)cc1
1.951004092,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
1.715418323,COc1ccc(OC)c(C=O)c1
1.500236475,COc1ccc2ccccc2c1
1.582777757,O=C(O)c1ccc2ccccc2c1
2.118166143,COc1ccccc1OCC(O)CO
2.342498225,C=CCc1ccc(OC)c(OC)c1
1.853043235,CC=Cc1ccc(OC)c(OC)c1
1.743340848,CCOc1ccc2ccccc2c1
2.25920493,CC(C)Cc1ccc2ccccc2n1
3.11320777,CCCCCCCCCCCC[n+]1ccc2ccccc2c1
2.091658535,C=CCc1ccc(OC(C)=O)c(OC)c1
1.776555911,CC=Cc1ccc(OC(C)=O)c(OC)c1
1.655592743,Oc1ccc(Nc2ccc3ccccc3c2)cc1
1.903644565,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1
2.271169465,COc1cc(C)ccc1O
1.680523283,CC(C=O)c1ccccc1
2.063241183,COC(=O)c1ccccc1
2.077436042,CC(=O)CC(=O)Nc1ccccc1C
1.26115618,CC(=O)CC(=O)Nc1ccccc1Cl
2.39455924,C=CCN(CC=C)C(=O)CCl
2.617663139,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
2.118275751,S=c1sc2nc3ccccc3nc2s1
2.930242452,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
2.778976649,CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl
1.85438413,CCOC(=O)c1ccccc1
1.727791206,CN(CCO)c1ccccc1
1.516413728,CC(=O)OC(C)c1ccccc1
1.36349494,CC(OC(C)c1ccccc1)c1ccccc1
1.59863493,C=COC(=O)C(CC)CCCC
1.734829802,CCOC(=O)c1ccc(N)cc1
2.57505582,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
2.109641323,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
1.113481871,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
1.946131849,CCOC(=O)c1ccc(OC)cc1
1.497173551,O=C(OOC(=O)c1ccccc1)c1ccccc1
1.48248071,CC(C)CCOC(=O)c1ccccc1
1.655666569,O=C(OCCc1ccccc1)c1ccccc1
1.713256952,CC(C)=CCCC(C)=CCOC(=O)c1ccccc1
1.543296265,O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1
1.861275293,CCCc1ccc2c(c1)OCO2
1.919984107,C=CCc1ccc2c(c1)OCO2
2.744404104,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
2.664558932,CCCCOC(=O)COc1ccc(Cl)cc1Cl
2.262540424,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1
1.870772002,CC=Cc1ccc(OCC)c(O)c1
1.791812182,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O
2.018908444,CCCC(O)C(CC)CO
2.538202867,O=Cc1ccc(O)cc1O
1.795699313,CC=C(CC)C(=O)NC(N)=O
2.420429513,C=C(Cl)CSC(=S)N(CC)CC
1.761506865,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC
2.327822178,c1ccc2n[nH]nc2c1
2.551164184,c1ccc2scnc2c1
1.967507333,CCCCCCCCCCCCCCCCCC1=NCCN1CCO
2.346816799,O=c1[nH]c2cc(Cl)ccc2o1
2.23192795,Cc1ccc2sc(C)nc2c1
1.709587931,CC(C)N(Sc1nc2ccccc2s1)C(C)C
1.672804167,CCN(CC)C(=S)Sc1nc2ccccc2s1
1.698016789,c1ccc2sc(SNC3CCCCC3)nc2c1
2.951200995,Cc1ccccc1O
1.51132107,Cc1ccccc1Cl
2.468359148,Clc1ccccc1Cl
2.326432253,Nc1ccccc1N
2.059755679,Nc1ccccc1O
3.507039116,Oc1ccccc1Cl
1.380916397,Cc1ccc(C)c(C)c1
2.17388567,Cc1ccc(N)cc1C
2.225419498,Cc1ccc(O)cc1C
2.126580653,Cc1cc(Cl)ccc1N
3.087055005,Cc1cc(N)ccc1N
1.826698248,Cc1ccc(Cl)cc1Cl
2.473169445,Nc1ccc(Cl)c(Cl)c1
2.48454834,Cc1ccc(Cl)cc1N
2.005445965,Nc1cc(Cl)ccc1Cl
2.318223684,Nc1cc(Cl)ccc1O
2.439570939,Cc1ccc(C)c(O)c1
2.593012761,Oc1ccc(Cl)c(O)c1
1.283408665,Cc1cc(C)c(C)cc1C
2.158149314,Clc1cc(Cl)c(Cl)cc1Cl
2.233788306,Oc1cc(Cl)c(Cl)cc1Cl
1.459772329,CC1OC(=O)C(C)OC1=O
3.255806428,C=CCOC(=O)C(=C)C
1.475410539,CC1OC1C1CCC2(C)OC2C1
1.778697394,c1ccc(C2CO2)cc1
3.143077284,ClCC(Br)CBr
2.505086201,OCC(Br)CBr
1.128994642,CCC(C)C=O
2.373031482,ClC=C(Cl)CCl
1.604760843,CCC(=O)CC
3.06914989,OC(CCl)CCl
3.628546112,OCC(O)CCl
1.971644888,CCC(C)=NO
2.492472939,C=CC(=O)OC
1.746363917,S=C1NCCN1
1.747431987,O=C1CCCO1
0.944788545,O=C1OCCO1
2.31939237,Nc1nccs1
5.658428787,CC(OP(C)(=O)F)C(C)(C)C
1.752456835,Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
2.184403246,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C
2.22760573,CC(C)N(CCO)C(C)C
2.425280645,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
2.45630377,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O
1.076482925,COc1ccc(N)c([N+](=O)[O-])c1
1.806104569,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1
2.500358706,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
2.807898035,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
2.071655152,O=C(O)c1cc(S(=O)(=O)O)ccc1O
2.367252798,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C
2.481680494,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1
3.262999889,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl
2.252132298,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
1.835176722,CC(=O)CC(=O)Nc1ccc(C)cc1C
2.680012619,Cc1ccccc1NC(=N)Nc1ccccc1C
1.877924827,CCOC(=O)C1C(C=C(C)C)C1(C)C
2.320481648,O=Cc1cc([N+](=O)[O-])ccc1O
2.227006879,COc1cc([N+](=O)[O-])ccc1N
1.929826423,C=CCc1ccc(O)c(OC)c1
2.022259134,CC=Cc1ccc(O)c(OC)c1
1.755426436,CCCC(C)C(=O)O
0.887191372,C=C(C)C(=O)OCC
1.158553704,CCOC(=O)C(C)O
2.665637267,CN(C)C(=S)SC(=S)N(C)C
2.773130853,CCN(CC)C(=S)SSC(=S)N(CC)CC
1.582986706,CCOC(=O)C1CC2CC1C1OC21
2.284090685,CC(CCN(C)C)N(C)C
1.051797453,CC(C)COC(=O)C(C)C
1.460037419,CCCCOC(=O)C(C)C
0.948773505,C=C(C)C(=O)OCCCC
1.77862915,C=C(C)C(=O)OCCOC(=O)C(=C)C
2.62014935,CCB(CC)CC
1.742181419,CCC(CC)CO
1.40081558,CCC(C=O)CC
1.805046106,OCC1CCCO1
2.743700168,OCc1ccco1
3.169742238,O=Cc1ccco1
2.088389801,O=Cc1cccs1
1.644236409,CC(C)(C)c1ccccc1
1.512942193,ClC(Cl)(Cl)c1ccccc1
0.988591654,FC(F)(F)c1ccccc1
1.954793645,O=S(=O)(Cl)c1ccccc1
2.200362311,NS(=O)(=O)c1ccccc1
1.947017182,Cl[Si](Cl)(Cl)c1ccccc1
1.77043417,CC(C)(C)c1ccc(O)c(O)c1
2.495949032,O=[N+]([O-])c1cccc(C(F)(F)F)c1
1.979261379,Cc1ccc(C(C)(C)C)cc1
1.570623543,CC(C)(C)C1CCC(O)CC1
1.489263615,CC(C)(C)C1CCC(=O)CC1
1.51475412,CC1=CCC(C(C)(C)O)CC1
1.142668573,FC(F)(F)c1ccc(Cl)cc1
2.678179096,CS(=O)(=O)c1ccc(Cl)cc1
1.696035523,O=S(=O)(Cl)c1ccc(Cl)cc1
2.576122103,CC(C)(C)c1ccc(C(=O)O)cc1
2.216885978,OB(O)c1ccccc1
1.933758366,CC(C)c1ccccc1
1.382344231,C=C(C)c1ccccc1
2.484893918,CC(O)c1ccccc1
2.168569781,CC(=O)c1ccccc1
1.695159779,ClC(Cl)c1ccccc1
1.869135954,O=C(Cl)c1ccccc1
1.593906587,O=C(O)C1CCCCC1
1.542743645,NC(=O)c1cccnc1
2.563013697,CN(C)C1CCCCC1
2.547471432,O=[N+]([O-])c1ccccc1
1.859025855,CC(=O)c1cccc(N)c1
2.106963026,Cc1cccc([N+](=O)[O-])c1
2.411921653,Nc1cccc([N+](=O)[O-])c1
1.68548702,O=C(O)c1cc(O)[nH]c(=O)c1
1.935792671,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
2.889260946,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
1.705398962,C=C(C)C1CC=C(C)C(O)C1
2.30421059,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
2.351944367,Nc1ccc([N+](=O)[O-])cc1N
1.807661848,Nc1cc([N+](=O)[O-])ccc1O
1.873519519,COc1ccc([N+](=O)[O-])cc1N
1.341022574,CC(C)c1cccc(C(C)C)c1
1.965124699,O=C(Cl)c1cccc(C(=O)Cl)c1
3.451071416,O=[N+]([O-])c1cccc([N+](=O)[O-])c1
2.390817396,C=CCC(CC=C)C(=O)O
1.787564564,CCC(C)c1ccc(O)cc1
1.626794811,Cc1ccc(C(C)C=O)cc1
1.658089485,COC(=O)c1ccc(C)cc1
1.865540326,CCOC(=O)c1ccc([N+](=O)[O-])cc1
2.297231973,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
2.08116327,CN(N=O)c1ccc(N=O)cc1
1.378423404,CC1=CCC(C(C)C)C=C1
1.572005395,CC1=CCC(C(C)C)=CC1
1.908988978,CC1=CC=C(C(C)C)CC1
1.451130096,Cc1ccc(C(C)C)cc1
2.549942486,CC(=O)c1ccc(N)cc1
1.140262858,O=C(O)c1ccc(O)cc1
1.84490174,Cc1ccc([N+](=O)[O-])cc1
2.574185656,O=[N+]([O-])c1ccc(Cl)cc1
2.265214172,Nc1ccc([N+](=O)[O-])cc1
2.738107677,O=[N+]([O-])c1ccc(O)cc1
2.548079712,O=S(O)c1ccc(Cl)cc1
1.941074978,COc1ccc(C(C)=O)cc1
1.97703569,O=[N+]([O-])c1ccc(CCl)cc1
1.823352299,COc1ccc([N+](=O)[O-])cc1
1.909607371,O=C(Cl)c1ccc(C(=O)Cl)cc1
1.414273319,O=C(O)c1ccc(C(=O)O)cc1
2.011041526,O=C=Nc1ccc([N+](=O)[O-])cc1
1.704628815,CCOc1ccc([N+](=O)[O-])cc1
1.613449591,CCN(CC)CCN
1.954954614,CCN(CC)CCO
1.481925592,CCc1ccccc1
1.59442174,C=Cc1ccccc1
3.021767973,C=Cc1ccncc1
2.012127624,ClCc1ccccc1
2.367258662,N#CC1CC=CCC1
1.974056068,NCc1ccccc1
1.944081254,OCc1ccccc1
1.911870259,O=Cc1ccccc1
2.40130265,SCc1ccccc1
1.943782439,N#Cc1cccnc1
3.717599779,Cl[Hg]c1ccccc1
2.451801781,CNC1CCCCC1
2.75984458,NNc1ccccc1
3.037936196,ONc1ccccc1
1.465784641,COc1ccccc1
2.144271865,CSc1ccccc1
3.021767973,C=Cc1ccccn1
1.493347772,OCC1CCCCO1
1.357748973,O=CC1CCC=CO1
1.810941989,CCN1CCOCC1
2.756438311,O=NN1CCCCC1
3.136501889,C1CN2CCC1CC2
1.275998704,CC1(C)OCC(CO)O1
2.069520679,CC(C)(O)Cc1ccccc1
2.236045757,O=S(=O)(O)Cc1ccccc1
1.89401389,CC1CC(C)(C)OB(OC(C)CC(C)(C)OB2OC(C)CC(C)(C)O2)O1
3.558221216,CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1
2.84438341,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
2.008798823,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
1.763665348,CCCCC(CC)CN(CCO)CC(CC)CCCC
2.427315127,CC(Oc1cccc(Cl)c1)C(=O)O
2.369864958,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
0.960043006,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
2.250550109,CC(C)OC(=O)Nc1cccc(Cl)c1
2.296793509,O=NN1CN2CN(C1)CN(N=O)C2
2.68998412,O=C(Nc1cccc(Cl)c1)OCC#CCCl
2.625818002,C=CCOc1nc(OCC=C)nc(OCC=C)n1
1.853160834,CC(C=O)=Cc1ccccc1
3.272051414,CNC(C)CC1CCCCC1
1.770063244,COC(=O)Cc1ccccc1
1.409214338,CN(C)C(=O)Nc1ccccc1
1.872961051,c1ccc(CC2OCCO2)cc1
2.598870659,Nc1ccc(Nc2ccccc2)cc1
1.434598407,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
1.967667326,COc1ccc(Nc2ccc(OC)cc2)cc1
2.497396195,CC(C)Nc1ccc(Nc2ccccc2)cc1
2.37498467,Clc1ccc(Cc2ccc(Cl)cc2)cc1
2.583764273,Nc1ccc(Cc2ccc(N)cc2)cc1
2.441214999,Nc1ccc(Oc2ccc(N)cc2)cc1
1.87374416,c1ccc(Cc2ccccc2)cc1
1.841821539,c1ccc(Oc2ccccc2)cc1
1.708236009,CCCCCC(=Cc1ccccc1)CO
1.843743011,CCCCCCC(C=O)=Cc1ccccc1
2.124484662,c1ccc(Nc2ccc(NC3CCCCC3)cc2)cc1
1.936889105,c1cc(OCC2CO2)cc(OCC2CO2)c1
1.655666569,Cc1ccc(OC(=O)Cc2ccccc2)cc1
3.172871048,CCC(C)Nc1ccc(NC(C)CC)cc1
1.696869792,CCOC(=O)Cc1ccccc1
1.859304986,CC(=O)CC(=O)Nc1ccccc1
2.021759711,O=C(Cc1ccccc1)Cc1ccccc1
2.815631199,N=C(Nc1ccccc1)Nc1ccccc1
3.659573951,S=C(Nc1ccccc1)Nc1ccccc1
2.154768756,O=C(Oc1ccccc1)Oc1ccccc1
1.584914416,CC(C)COC(=O)Cc1ccccc1
